TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,POSTSEASON,SEED,YEAR
Louisiana,SB,33,12,98.0,109.7,0.215,45.7,51.3,16.0,19.1,25.9,35.5,29.8,43.8,45.0,53.8,31.3,31.5,66.5,-15.6,,,2022
Fairleigh Dickinson,NEC,33,13,98.2,110.0,0.214,49.1,50.5,17.1,17.6,25.9,32.0,32.1,30.4,49.7,53.3,32.2,30.3,69.5,-15.7,,,2022
Utah Tech,WAC,33,7,101.8,114.1,0.2119,48.8,53.0,18.3,17.4,26.2,33.5,33.7,41.1,47.9,53.7,33.4,34.4,67.6,-19.9,,,2022
Howard,MEAC,32,12,103.1,115.6,0.2105,53.5,52.3,21.2,16.5,29.0,33.8,35.7,40.9,52.6,53.1,36.6,33.8,69.9,-15.6,,,2022
Penn,Ivy,27,8,103.2,116.1,0.2061,49.4,53.0,16.4,13.4,26.8,29.7,28.9,25.8,49.9,50.8,32.6,37.5,67.1,-13.8,,,2022
Southern Miss,SB,33,11,96.9,108.9,0.2056,47.9,50.2,19.5,16.1,28.1,30.2,33.8,35.4,49.8,51.2,29.8,32.5,71.0,-16.9,,,2022
IU Indy,Horz,32,10,109.6,123.3,0.2044,50.4,57.0,15.7,16.0,30.6,33.6,34.1,35.1,46.2,57.8,36.8,37.3,65.1,-17.5,,,2022
Rider,MAAC,33,14,102.1,115.1,0.2025,47.7,53.1,17.2,16.0,32.2,30.7,29.6,27.3,48.1,52.8,31.2,35.7,65.1,-14.6,,,2022
Loyola MD,Pat,31,12,100.0,112.8,0.2002,50.1,52.8,17.7,16.9,28.6,27.9,29.3,30.2,50.7,52.9,32.9,35.1,66.8,-16.1,,,2022
Eastern Illinois,OVC,31,12,93.7,105.8,0.1985,44.1,51.0,18.7,20.8,30.0,30.9,33.0,39.7,42.6,50.2,31.7,34.7,66.4,-14.4,,,2022
Charleston Southern,BSth,32,10,99.2,112.1,0.1965,48.7,53.4,19.9,13.5,31.2,28.2,43.9,33.3,50.7,55.4,30.7,32.4,67.8,-16.1,,,2022
Army,Pat,33,17,100.3,113.4,0.1948,49.5,53.7,14.3,16.0,25.9,29.2,26.1,27.4,51.4,54.8,31.2,34.8,67.9,-12.0,,,2022
VMI,SC,34,15,98.5,111.6,0.193,48.5,54.2,18.0,17.6,25.2,32.1,37.5,30.5,50.3,56.3,31.0,34.5,68.4,-14.7,,,2022
Boston University,Pat,32,16,98.5,111.6,0.1915,50.2,52.4,20.6,16.7,32.5,23.4,30.7,32.0,50.7,51.2,33.0,36.1,63.5,-13.2,,,2022
Coastal Carolina,SB,32,10,101.3,114.9,0.1907,49.4,48.6,18.4,10.5,29.0,28.7,34.4,36.9,47.7,48.5,34.8,32.5,63.4,-18.1,,,2022
UMBC,AE,32,13,105.1,119.2,0.1903,55.2,54.1,15.9,17.4,19.4,33.7,31.6,27.9,53.8,54.2,38.4,35.8,70.7,-15.6,,,2022
Long Beach St.,BW,32,7,100.6,114.1,0.1903,49.2,53.4,21.7,17.1,28.5,34.9,35.5,35.2,47.0,51.2,35.3,38.1,64.3,-19.0,,,2022
Delaware St.,MEAC,30,16,101.1,114.7,0.1902,48.8,53.8,18.1,20.0,34.0,32.1,36.3,40.3,47.6,56.3,35.5,33.5,70.4,-10.9,,,2022
Grambling St.,SWAC,34,12,95.8,108.7,0.19,47.3,49.3,19.2,18.3,26.3,31.1,35.1,31.3,46.9,47.0,32.0,35.7,64.1,-16.7,,,2022
Binghamton,AE,32,15,98.8,112.2,0.1893,51.6,49.7,19.6,12.8,26.9,26.9,33.7,31.9,50.6,51.1,35.4,31.8,65.8,-14.1,,,2022
Lindenwood,OVC,33,16,94.9,107.7,0.1879,45.0,50.7,17.9,19.4,30.0,31.5,36.0,34.7,47.6,50.0,26.7,34.6,69.7,-12.8,,,2022
Morehead St.,OVC,32,15,98.3,112.0,0.1823,45.9,50.3,18.4,14.4,31.2,25.4,37.6,34.7,45.5,49.9,31.2,34.1,64.3,-13.1,,,2022
Florida A&M,SWAC,31,14,102.2,116.5,0.1819,50.6,51.4,20.7,15.4,27.7,31.9,36.7,39.9,50.8,51.5,33.6,34.2,67.4,-10.8,,,2022
North Carolina Central,MEAC,33,14,102.5,117.0,0.1797,50.1,54.8,19.2,21.0,34.6,38.8,39.8,42.0,49.9,57.6,33.7,32.7,67.2,-15.3,,,2022
Alcorn St.,SWAC,32,11,97.6,111.5,0.1787,46.1,53.0,19.6,18.3,33.6,32.5,30.4,31.5,45.4,54.6,31.8,34.1,65.0,-14.9,,,2022
Southern Utah,WAC,31,12,96.1,109.7,0.1781,46.8,49.9,21.6,15.1,30.1,32.0,36.2,33.0,47.2,49.8,30.5,33.3,69.2,-13.5,,,2022
Green Bay,Horz,32,4,101.1,115.6,0.1767,50.9,54.8,18.0,14.6,18.4,32.0,37.0,35.4,52.2,54.1,32.9,37.3,69.3,-22.6,,,2022
Stonehill,NEC,32,15,100.5,115.0,0.1745,51.1,50.9,18.3,16.2,26.4,29.4,31.4,32.7,49.4,50.1,35.4,34.9,65.4,-13.7,,,2022
Niagara,MAAC,31,11,100.9,115.5,0.1742,52.0,53.0,18.6,16.8,23.6,27.3,30.4,29.8,51.8,51.8,34.9,36.7,65.1,-16.7,,,2022
Holy Cross,Pat,32,13,101.0,116.1,0.1672,53.1,53.5,17.9,13.6,23.3,27.0,22.2,25.4,49.6,54.5,38.6,34.5,66.1,-15.5,,,2022
Mercyhurst,NEC,31,15,100.4,116.0,0.1599,48.6,55.0,16.4,20.3,22.2,33.3,30.9,38.3,45.8,56.0,35.7,35.7,64.8,-12.6,,,2022
Stony Brook,CAA,32,8,101.6,117.8,0.1542,47.7,56.0,18.3,14.9,29.5,31.2,31.6,28.4,45.7,57.2,33.8,36.3,64.7,-19.5,,,2022
USC Upstate,BSth,32,6,99.2,115.1,0.1531,49.8,56.1,19.0,16.6,25.3,32.4,30.4,39.5,53.1,58.3,29.4,35.2,73.0,-21.0,,,2022
Fairfield,MAAC,32,12,97.5,113.3,0.1522,46.3,53.7,15.5,18.2,28.6,31.0,25.4,31.0,45.8,53.4,31.5,36.0,66.1,-16.9,,,2022
Southern Indiana,OVC,30,10,98.7,114.9,0.1495,47.9,51.8,17.2,16.7,27.9,31.3,30.7,35.6,45.4,50.0,35.2,36.7,67.2,-17.4,,,2022
Morgan St.,MEAC,32,14,100.5,117.2,0.1465,49.0,52.4,17.9,17.0,34.1,36.9,35.7,39.1,49.5,51.0,31.6,36.8,70.7,-14.4,,,2022
North Carolina A&T,CAA,32,7,96.6,112.8,0.1437,45.8,51.5,15.4,15.3,27.0,31.4,31.2,30.0,46.3,52.4,30.0,33.3,69.5,-20.1,,,2022
Wagner,NEC,30,14,93.1,108.8,0.1431,43.7,50.4,19.4,18.2,31.7,25.0,29.3,39.9,41.5,50.8,31.6,33.2,60.4,-13.0,,,2022
Bellarmine,ASun,31,5,103.4,121.1,0.1402,53.7,58.1,17.4,15.4,20.2,30.0,26.5,34.9,53.9,57.8,35.6,39.0,66.5,-21.3,,,2022
Western Illinois,OVC,31,12,99.7,116.9,0.1381,50.1,51.1,18.2,14.4,28.1,31.8,27.2,30.6,46.7,50.2,37.3,35.1,64.6,-16.2,,,2022
Western Carolina,SC,30,8,95.6,112.4,0.1346,45.4,51.1,19.0,13.5,25.7,29.4,27.0,34.0,46.3,52.8,29.7,32.6,70.7,-16.6,,,2022
New Orleans,Slnd,31,4,99.6,117.4,0.1318,45.9,54.9,18.8,16.1,31.6,35.5,33.9,26.6,46.0,55.1,30.4,36.4,69.5,-19.4,,,2022
Detroit Mercy,Horz,32,8,95.2,112.3,0.1303,45.6,51.2,19.1,15.5,31.9,30.5,28.9,39.8,43.9,52.4,33.3,33.2,67.3,-18.8,,,2022
Louisiana Monroe,SB,32,7,96.9,114.6,0.1271,45.0,53.6,17.1,16.1,29.0,32.5,31.1,25.1,43.1,55.8,32.5,34.0,68.0,-20.7,,,2022
Buffalo,MAC,31,9,95.9,113.5,0.125,48.8,54.2,19.5,16.2,24.8,31.3,32.7,31.2,51.3,53.4,30.5,37.2,70.9,-17.2,,,2022
Le Moyne,NEC,32,9,103.0,122.2,0.1229,51.5,54.7,19.6,16.3,25.7,32.9,37.7,36.9,53.2,54.1,32.8,37.0,68.9,-19.1,,,2022
West Georgia,ASun,31,6,96.9,115.1,0.1213,47.2,56.1,16.3,16.6,26.1,29.2,28.8,36.3,48.4,56.9,29.7,36.8,68.3,-20.4,,,2022
Northern Illinois,MAC,31,6,94.4,112.2,0.1203,47.1,53.2,16.3,16.6,17.8,30.8,31.6,44.0,45.3,51.0,32.7,38.0,69.1,-20.8,,,2022
Sacramento St.,BSky,32,7,95.5,113.9,0.1157,48.0,55.1,20.3,17.1,27.4,27.6,31.3,39.2,49.1,55.2,31.2,36.6,65.7,-20.8,,,2022
Central Arkansas,ASun,33,9,97.4,117.4,0.1048,47.4,56.8,18.2,16.7,28.6,30.0,28.8,22.6,50.2,55.4,29.6,38.7,66.6,-18.3,,,2022
NJIT,AE,31,6,94.3,113.8,0.1029,45.3,50.0,18.0,13.8,27.7,31.8,27.4,38.6,45.0,51.9,30.5,31.0,66.6,-21.5,,,2022
Stetson,ASun,32,8,98.9,119.8,0.0997,50.2,53.1,18.7,13.1,24.1,34.3,33.1,27.7,50.2,52.6,33.5,35.9,67.9,-19.5,,,2022
Canisius,MAAC,31,3,99.4,121.2,0.0927,51.2,56.9,18.5,16.4,18.3,34.3,23.3,31.4,48.4,58.7,36.7,36.2,66.4,-23.2,,,2022
Cal St. Fullerton,BW,32,6,91.9,112.4,0.09,44.2,54.3,21.3,16.1,25.9,29.8,39.2,34.1,46.1,55.9,27.0,34.9,68.4,-19.5,,,2022
Prairie View A&M,SWAC,32,5,96.3,117.9,0.0887,48.2,56.2,16.7,20.0,24.5,39.1,33.8,40.5,48.6,57.6,31.5,35.7,70.5,-21.2,,,2022
New Hampshire,AE,32,8,94.1,115.2,0.0885,47.1,54.4,19.0,16.9,27.4,31.6,26.4,33.0,46.8,56.4,31.7,34.1,67.9,-20.3,,,2022
Alabama A&M,SWAC,32,10,92.9,114.9,0.0798,45.1,54.3,21.9,21.0,33.9,34.6,38.6,46.7,44.3,51.8,30.8,39.0,71.0,-18.7,,,2022
Maryland Eastern Shore,MEAC,31,6,95.3,119.0,0.0724,45.7,55.3,19.7,15.5,27.1,34.1,35.6,40.6,44.7,58.6,31.5,33.3,66.4,-19.3,,,2022
The Citadel,SC,30,5,94.0,117.6,0.0705,46.9,54.5,19.5,15.2,27.2,32.0,32.8,32.8,49.5,56.3,29.2,34.7,64.8,-21.4,,,2022
Chicago St.,NEC,32,4,92.8,116.4,0.0688,44.4,54.9,18.5,18.2,22.6,33.6,26.8,36.9,43.4,55.7,30.6,35.8,68.8,-21.7,,,2022
Arkansas Pine Bluff,SWAC,31,6,95.3,121.8,0.0563,50.3,56.3,20.4,16.8,26.3,34.6,32.8,40.5,52.6,58.5,31.0,35.7,71.8,-20.0,,,2022
Coppin St.,MEAC,30,6,88.0,112.6,0.0556,44.0,55.6,21.6,20.5,26.5,33.9,36.4,37.1,44.2,56.3,29.0,36.3,68.2,-19.0,,,2022
Mississippi Valley St.,SWAC,31,3,83.1,125.3,0.0088,42.1,57.9,24.3,15.0,22.7,38.0,30.3,38.4,41.6,58.8,28.8,37.7,65.1,-21.0,,,2022
