TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,POSTSEASON,SEED,YEAR
Delaware,CAA,33,19,104.5,103.9,0.5177,51.9,48.7,16.0,15.1,27.5,27.9,30.9,27.1,53.2,49.7,33.0,31.3,67.4,-9.2,,,2022
UTEP,CUSA,34,18,98.3,97.8,0.5127,48.1,51.5,21.2,25.9,29.0,31.0,42.8,46.3,48.8,53.2,31.0,32.1,69.7,-10.6,,,2022
Stony Brook,CAA,35,20,106.4,106.1,0.5084,50.3,50.0,15.1,15.2,26.6,29.3,29.2,27.4,48.6,48.4,35.5,34.8,67.5,-8.0,,,2022
UC Davis,BW,33,20,102.4,102.1,0.5075,50.2,49.1,19.3,20.9,28.6,30.6,38.2,38.4,50.8,49.1,32.9,32.7,67.2,-8.5,,,2022
Weber St.,BSky,32,20,107.4,107.3,0.5037,53.1,54.4,14.8,18.4,23.8,23.7,35.2,29.3,53.9,55.2,34.5,35.4,65.5,-7.4,,,2022
Montana,BSky,36,24,110.1,110.1,0.4995,54.7,50.7,15.1,14.0,25.3,26.8,28.8,34.4,55.2,50.5,35.9,34.2,66.1,-6.0,,,2022
Colgate  ,Pat,35,25,102.9,102.9,0.4985,53.3,47.9,16.2,16.2,25.1,24.8,27.5,24.5,53.4,49.1,35.5,30.8,66.3,-4.2,,,2022
Winthrop,BSth,32,17,106.3,106.4,0.4956,51.9,49.5,18.7,18.2,30.4,32.9,50.0,34.3,52.8,50.6,33.7,32.0,67.0,-9.5,,,2022
Quinnipiac,MAAC,34,24,105.1,105.3,0.4956,50.3,48.9,17.1,17.7,31.6,28.1,30.4,28.9,49.6,47.7,34.5,33.9,71.2,-5.5,,,2022
East Carolina,Amer,33,15,105.1,105.5,0.4903,47.6,51.3,16.3,18.7,32.7,31.0,34.0,32.7,48.1,52.5,31.2,33.1,64.9,-10.9,,,2022
Purdue Fort Wayne,Horz,36,23,103.6,104.0,0.4903,53.5,51.6,14.7,21.7,23.0,29.2,29.8,32.8,53.1,53.1,36.0,32.7,70.8,-7.8,,,2022
Eastern Washington,BSky,32,21,110.7,111.2,0.4889,57.2,52.8,19.0,16.3,26.4,27.1,39.6,33.5,58.7,51.0,36.8,36.9,70.6,-4.9,,,2022
UMass Lowell,AE,32,22,105.2,105.7,0.4852,50.4,47.3,18.2,15.5,32.1,26.9,40.1,26.9,51.3,49.1,32.3,29.2,69.8,-6.1,,,2022
Kent St.,MAC,34,17,105.4,106.0,0.4838,50.7,51.3,17.2,18.5,31.0,28.7,31.9,34.9,48.5,52.6,36.0,33.0,66.7,-11.6,,,2022
Bryant,AE,33,20,100.2,101.0,0.4774,50.7,45.4,15.8,16.7,20.4,30.2,29.9,33.8,51.7,45.0,32.7,30.8,74.3,-7.3,,,2022
UNC Asheville,BSth,34,22,106.2,107.1,0.4771,52.1,50.1,17.1,16.9,27.3,31.4,40.8,34.3,50.5,50.6,36.4,32.9,68.3,-6.8,,,2022
Utah Valley,WAC,32,16,98.7,99.6,0.4765,47.1,48.0,18.1,18.1,28.5,27.2,35.4,36.0,48.9,47.6,28.5,32.6,67.8,-9.6,,,2022
Georgetown,BE,32,9,109.8,110.8,0.4759,48.6,55.7,17.9,16.4,33.4,30.7,33.9,33.6,46.3,57.4,34.6,35.3,66.7,-10.4,,,2022
La Salle,A10,33,16,106.0,107.0,0.4738,49.2,50.7,14.2,15.4,27.0,30.8,24.8,33.3,47.6,49.3,34.5,35.8,66.8,-9.8,,,2022
Hawaii,BW,34,20,104.2,105.2,0.4736,52.6,48.5,18.6,15.7,25.8,25.3,39.0,33.6,53.8,49.3,34.0,30.8,66.0,-9.4,,,2022
Saint Louis,A10,33,13,111.6,112.8,0.469,51.5,54.3,16.8,14.2,26.1,28.5,36.3,35.3,49.6,53.9,36.4,36.6,69.5,-11.1,,,2022
Little Rock,OVC,34,21,106.0,107.1,0.4683,52.6,48.2,17.5,17.8,31.9,30.0,32.8,35.4,53.0,48.1,34.5,32.3,69.0,-9.6,,,2022
Illinois Chicago,MVC,33,12,100.8,101.9,0.4682,50.6,48.9,17.7,17.4,22.9,28.4,26.0,35.9,48.4,49.2,36.0,32.2,68.2,-13.4,,,2022
Loyola Marymount,WCC,31,12,108.3,109.7,0.462,51.6,50.4,16.3,12.4,29.4,27.1,28.8,28.3,49.2,49.8,36.8,34.3,64.9,-11.8,,,2022
Brown,Ivy,31,13,104.1,105.5,0.4615,49.7,51.2,18.3,16.8,31.9,27.3,33.0,32.1,49.2,52.2,33.7,33.1,67.3,-12.0,,,2022
Longwood  ,BSth,35,21,104.1,105.6,0.4605,49.1,51.9,18.3,19.4,36.3,25.9,39.5,36.2,48.4,51.4,34.0,35.1,66.9,-8.8,,,2022
East Tennessee St.,SC,35,19,102.2,103.8,0.4557,46.9,50.9,18.1,18.8,35.1,29.4,33.9,36.7,47.1,51.2,31.2,33.7,67.0,-9.8,,,2022
Fordham,A10,33,13,100.6,102.3,0.4519,46.7,50.4,18.2,19.7,32.5,27.4,35.1,45.2,46.2,48.9,31.5,35.9,68.9,-12.6,,,2022
Temple,Amer,36,16,102.4,104.2,0.4486,46.0,50.4,14.1,17.0,28.2,29.7,32.1,36.0,44.9,51.3,31.7,32.6,66.9,-11.8,,,2022
Stephen F. Austin,WAC,33,18,100.3,102.2,0.4482,49.4,49.6,21.9,22.9,33.3,30.4,42.2,47.4,49.2,46.0,33.2,37.1,69.4,-9.4,,,2022
Pepperdine,WCC,33,13,106.2,108.3,0.4447,50.8,54.7,16.4,16.9,28.5,25.9,32.6,33.9,49.5,53.4,35.6,38.4,67.6,-12.2,,,2022
Texas A&M Corpus Chris,Slnd,33,21,99.8,101.8,0.444,46.3,48.0,17.6,19.8,33.9,25.1,36.3,47.3,47.3,48.8,29.4,31.0,68.8,-6.5,,,2022
Vanderbilt,SEC,32,9,104.4,106.5,0.4436,45.4,53.0,15.3,15.9,28.2,29.3,35.2,29.5,47.4,51.0,28.3,37.4,65.8,-10.6,,,2022
Rice,Amer,32,11,107.2,109.4,0.4428,50.5,52.6,17.3,14.8,28.5,29.5,29.9,27.4,50.9,50.0,33.2,37.9,65.9,-13.1,,,2022
Louisville,ACC,32,8,104.8,107.0,0.4398,48.4,54.6,18.1,16.2,28.1,27.5,38.8,33.8,49.4,53.8,30.6,37.2,69.7,-12.3,,,2022
Long Beach St.  ,BW,36,21,105.1,107.7,0.4317,48.5,51.1,17.1,18.3,33.2,29.4,37.8,32.3,49.3,49.9,30.9,35.1,71.6,-8.3,,,2022
Fairfield,MAAC,37,24,107.3,109.9,0.4314,52.0,52.5,15.5,20.2,27.9,30.6,28.4,25.8,50.4,53.3,36.2,34.1,68.4,-8.1,,,2022
Illinois St.,MVC,32,15,102.4,104.9,0.4297,47.7,50.9,17.1,16.4,28.9,26.0,36.1,27.2,50.4,52.3,28.8,32.5,63.8,-10.1,,,2022
UMKC,Sum,32,16,100.8,103.4,0.4255,49.4,51.1,17.9,17.3,31.3,25.3,29.3,45.1,48.9,52.7,33.4,32.4,66.6,-11.2,,,2022
Northern Kentucky,Horz,33,18,102.1,104.9,0.4234,50.6,51.3,17.3,20.1,29.4,32.6,35.1,28.8,52.2,54.5,31.6,31.2,68.0,-9.5,,,2022
Gardner Webb,BSth,33,17,102.2,105.0,0.4222,49.1,50.3,16.1,16.0,27.9,26.7,35.9,39.4,47.4,50.0,34.8,34.0,69.5,-10.3,,,2022
Texas St.,SB,35,17,99.3,102.2,0.4185,47.1,49.7,19.9,18.6,31.2,29.4,37.8,38.3,47.1,50.6,31.4,32.1,66.4,-10.6,,,2022
Monmouth,CAA,33,18,105.0,108.0,0.4182,49.4,50.0,15.3,17.8,30.5,32.2,29.2,33.3,47.8,49.3,34.8,34.0,67.8,-8.6,,,2022
Penn,Ivy,29,11,108.8,112.0,0.4159,51.9,54.0,16.7,14.0,29.1,26.6,27.0,26.7,51.2,53.9,35.3,36.1,65.6,-11.4,,,2022
Rhode Island,A10,32,12,106.1,109.4,0.414,51.5,52.6,18.5,13.1,29.1,28.2,39.4,30.0,51.1,52.0,34.9,35.7,68.7,-12.2,,,2022
Tulsa,Amer,31,16,101.6,104.8,0.413,50.3,49.7,18.2,18.1,24.4,30.4,40.6,35.1,51.7,50.0,32.1,32.7,70.6,-9.4,,,2022
George Washington,A10,32,15,106.4,109.8,0.4099,51.5,49.8,17.1,13.9,25.9,29.2,34.2,22.8,49.9,48.3,35.8,34.7,70.1,-10.2,,,2022
Eastern Kentucky,ASun,31,17,106.8,110.3,0.4092,50.6,49.8,16.1,13.9,33.1,31.0,32.0,29.5,48.8,45.6,36.1,38.7,68.6,-9.5,,,2022
Cleveland St.,Horz,36,21,105.1,108.5,0.4088,49.4,51.3,14.9,19.3,33.4,34.5,31.0,37.4,49.3,55.2,33.1,30.0,67.5,-8.7,,,2022
Columbia,Ivy,27,13,106.6,110.1,0.4079,52.5,52.8,17.8,17.0,27.9,28.6,29.3,28.5,50.2,54.1,37.4,33.9,68.6,-10.0,,,2022
Montana St.  ,BSky,35,17,103.6,107.1,0.4051,54.2,52.3,16.7,18.5,20.5,28.9,30.6,36.9,53.6,54.0,36.7,32.7,68.6,-12.8,,,2022
Radford,BSth,33,16,107.6,111.4,0.4016,50.8,50.9,16.2,15.8,30.7,34.0,28.0,31.7,49.4,52.4,35.7,32.4,63.7,-11.2,,,2022
Abilene Christian,WAC,34,16,101.1,104.7,0.4002,47.1,51.6,17.7,20.2,25.9,30.4,37.9,39.9,45.7,53.0,34.1,32.5,68.6,-11.1,,,2022
Mercer,SC,33,16,104.1,107.9,0.398,50.1,51.2,16.6,17.9,30.6,31.1,27.6,38.9,48.8,51.2,35.4,34.2,66.1,-11.6,,,2022
Evansville,MVC,35,17,101.1,104.9,0.3977,50.1,52.4,16.6,17.2,21.4,26.1,28.3,28.3,49.9,51.7,33.6,35.5,68.6,-9.1,,,2022
Jacksonville St.,CUSA,32,14,101.4,105.1,0.3975,48.2,50.5,20.3,18.2,33.8,25.3,37.2,34.9,48.3,49.4,32.2,34.9,64.7,-13.0,,,2022
Northeastern,CAA,32,12,105.4,109.3,0.3963,51.2,53.8,18.9,17.0,31.8,27.7,29.8,28.3,53.3,52.3,31.8,37.5,65.8,-14.2,,,2022
Northern Colorado,BSky,33,19,106.2,110.3,0.391,55.1,52.5,15.7,15.4,23.9,25.0,27.8,29.1,56.4,52.0,35.1,35.6,69.9,-9.1,,,2022
Harvard,Ivy,27,14,101.2,105.2,0.3882,50.2,50.1,17.8,16.0,26.5,31.3,35.7,25.8,49.9,49.5,33.8,33.9,67.6,-7.7,,,2022
Lipscomb,ASun,32,20,109.2,113.8,0.3853,56.2,53.5,14.2,16.1,23.2,29.3,27.5,22.8,55.7,52.8,38.1,36.5,69.3,-7.4,,,2022
Marist,MAAC,31,18,96.5,100.6,0.3826,50.8,47.1,18.4,20.4,23.1,26.8,29.8,35.0,49.3,46.8,35.6,31.8,64.6,-10.1,,,2022
South Alabama,SB,32,16,103.2,107.7,0.3813,50.9,50.7,16.3,16.7,22.8,31.8,31.6,33.9,50.0,52.3,35.1,31.9,68.1,-11.2,,,2022
Saint Peter's  ,MAAC,33,19,97.0,101.2,0.3803,44.6,47.1,19.2,20.4,34.5,29.9,38.0,42.5,42.3,46.6,33.2,32.1,64.1,-8.9,,,2022
UC Riverside,BW,34,16,103.8,108.4,0.3799,46.3,52.3,14.3,15.8,29.8,25.3,28.6,34.8,44.6,52.0,32.3,35.3,67.0,-11.9,,,2022
Merrimack,NEC,33,21,95.9,100.1,0.3794,49.8,46.2,19.0,23.2,22.3,34.6,34.3,32.5,52.2,46.1,31.1,30.9,67.3,-7.7,,,2022
Wofford,SC,32,17,105.7,110.3,0.3789,53.3,51.5,16.9,14.1,29.4,26.2,27.7,34.6,53.4,50.0,35.5,35.7,65.6,-9.1,,,2022
Cal Baptist,WAC,33,16,101.8,106.4,0.3757,47.0,49.2,17.6,15.3,32.7,24.9,36.8,30.3,45.7,48.4,32.9,34.3,63.6,-11.8,,,2022
Rider,MAAC,32,15,102.3,106.9,0.3742,47.7,49.2,17.9,16.0,31.4,29.0,31.9,36.5,46.6,47.7,33.7,34.4,68.0,-11.2,,,2022
San Jose St.,MWC,32,9,104.7,109.6,0.3726,51.4,54.4,15.6,15.9,22.4,30.2,22.4,35.9,51.5,52.3,34.2,38.9,65.8,-14.1,,,2022
North Dakota,Sum,32,18,104.9,109.8,0.3719,50.2,52.4,15.0,15.3,30.7,26.1,32.2,29.6,51.5,52.2,32.3,35.2,66.8,-10.1,,,2022
Mount St. Mary's,MAAC,32,13,102.2,107.3,0.3642,53.2,49.3,20.7,18.0,30.2,27.9,26.7,30.3,53.3,48.0,35.2,34.6,69.0,-15.0,,,2022
Tennessee Martin,OVC,32,21,105.4,110.8,0.3589,50.5,49.3,15.0,13.2,27.0,26.3,32.8,24.6,48.2,49.4,36.2,32.8,72.9,-6.9,,,2022
Cal St. Fullerton,BW,32,14,99.4,104.6,0.3557,48.0,49.9,18.1,17.9,24.3,29.6,38.6,35.6,47.7,51.3,32.2,31.8,66.4,-11.9,,,2022
Air Force,MWC,31,9,106.4,112.2,0.3514,53.8,54.2,18.8,17.6,23.8,31.5,29.6,39.1,53.6,53.7,36.1,36.6,62.0,-13.8,,,2022
Georgia St.,SB,31,14,104.2,109.9,0.3514,48.5,49.3,13.8,14.2,27.2,30.5,28.6,35.9,48.6,51.2,32.2,30.8,68.0,-11.8,,,2022
Bowling Green,MAC,34,20,101.5,107.1,0.3499,48.1,51.2,16.3,16.1,30.5,25.5,35.1,27.1,50.3,49.1,29.3,36.7,67.7,-9.5,,,2022
UTSA,Amer,32,11,106.4,112.5,0.3466,48.3,51.9,15.5,13.1,32.0,28.9,35.0,34.6,46.9,49.8,33.4,37.0,70.6,-14.8,,,2022
Iona,MAAC,33,16,102.3,108.2,0.3448,50.0,52.8,14.9,22.2,28.3,30.8,28.5,37.5,48.2,54.1,35.3,34.0,67.0,-12.7,,,2022
Fresno St.,MWC,33,12,102.3,108.3,0.3422,51.5,53.1,18.8,15.4,24.4,30.4,30.4,28.0,52.6,51.8,33.2,36.9,65.6,-11.6,,,2022
Stetson  ,ASun,35,22,107.9,114.3,0.3415,52.8,52.3,15.9,13.5,27.4,31.5,31.8,25.5,52.1,52.6,35.9,34.6,66.2,-7.0,,,2022
Nicholls St.,Slnd,34,20,103.7,109.9,0.3392,51.5,49.8,19.0,16.4,27.6,32.2,37.6,39.4,48.9,50.7,36.8,32.1,66.3,-8.3,,,2022
Milwaukee,Horz,35,20,106.3,112.7,0.339,51.0,50.6,17.9,15.5,36.0,32.6,34.0,32.8,52.7,50.2,32.2,34.2,70.0,-9.9,,,2022
Cal St. Northridge,BW,34,19,98.9,104.9,0.3386,48.9,48.3,19.0,18.0,31.1,26.9,37.6,39.5,50.3,47.2,30.0,33.1,72.7,-10.6,,,2022
North Florida,ASun,32,16,105.6,112.0,0.3365,53.6,52.6,16.3,14.4,23.5,29.9,28.3,33.7,53.3,52.3,35.9,35.5,67.2,-11.6,,,2022
Florida Gulf Coast,ASun,32,14,102.1,108.3,0.336,52.1,52.8,17.6,15.8,29.6,28.3,27.2,29.3,50.8,52.0,36.2,35.9,64.0,-13.3,,,2022
Marshall,SB,33,13,100.1,106.3,0.3339,46.8,51.4,16.5,16.2,29.8,27.9,28.8,29.9,47.1,49.8,31.0,36.2,70.6,-14.1,,,2022
UC Santa Barbara,BW,31,16,104.2,110.8,0.3311,53.3,50.6,19.1,14.3,25.2,26.6,39.7,31.0,53.4,51.8,35.4,32.1,67.4,-10.7,,,2022
San Diego,WCC,33,18,100.2,106.6,0.3293,49.0,52.5,18.3,18.1,27.1,31.8,32.0,38.6,47.4,53.7,34.8,33.9,71.2,-7.9,,,2022
Lamar,Slnd,33,19,102.1,108.6,0.329,50.9,49.2,18.0,19.3,33.1,31.9,33.2,39.2,50.2,48.8,34.8,33.3,68.4,-10.0,,,2022
Portland St.,BSky,32,17,98.7,105.1,0.329,46.8,52.0,16.4,18.6,29.8,28.3,34.3,34.7,45.6,51.1,32.4,35.6,69.4,-11.1,,,2022
Southern,SWAC,32,18,97.0,103.2,0.3288,49.4,50.4,20.1,22.1,26.5,30.8,35.6,46.2,49.9,51.5,32.5,32.2,67.8,-8.2,,,2022
Albany,AE,32,13,104.2,110.9,0.3284,50.4,51.4,17.7,17.0,30.6,29.4,29.2,38.9,51.0,54.6,32.9,29.3,73.1,-13.9,,,2022
Norfolk St.,MEAC,35,24,102.3,108.9,0.3264,49.6,49.5,18.4,22.0,31.3,31.4,41.8,43.2,49.6,47.7,33.2,34.5,66.3,-7.0,,,2022
Miami OH,MAC,32,15,99.0,105.5,0.3262,51.0,49.3,17.2,18.0,22.0,30.7,30.4,31.9,48.7,50.5,36.2,31.5,67.4,-12.5,,,2022
Cal St. Bakersfield,BW,32,13,100.1,106.7,0.3261,47.0,50.0,18.3,18.6,32.9,31.2,32.0,46.7,46.6,49.1,32.1,34.3,64.8,-13.8,,,2022
Maine,AE,32,15,95.8,102.1,0.3249,47.8,49.9,16.7,19.2,23.0,27.8,30.0,32.1,49.3,50.6,29.7,32.3,65.6,-12.2,,,2022
Southern Utah,WAC,31,10,104.4,111.3,0.324,48.4,52.6,16.9,17.0,27.9,33.0,36.2,32.2,50.8,53.0,29.4,34.3,69.6,-15.1,,,2022
Idaho St.,BSky,34,14,102.7,109.7,0.3194,51.1,54.5,16.7,18.2,30.3,26.8,33.5,32.6,52.6,54.7,32.2,36.0,63.9,-15.6,,,2022
Canisius,MAAC,32,14,100.2,107.1,0.317,49.6,51.2,19.1,16.3,32.8,28.1,27.5,28.0,49.7,51.0,32.9,34.4,67.1,-13.3,,,2022
UMBC,AE,32,11,104.5,111.8,0.3151,52.7,50.3,17.5,14.9,25.5,31.0,24.1,28.3,52.6,52.2,35.3,31.3,73.3,-16.9,,,2022
Green Bay,Horz,32,18,102.0,109.3,0.3102,52.4,49.4,18.6,14.0,27.3,28.4,29.4,34.2,53.7,51.6,34.0,30.2,63.7,-9.2,,,2022
Queens,ASun,33,14,103.8,111.3,0.3101,49.9,54.1,15.7,15.4,27.6,29.5,33.7,29.4,50.1,55.8,33.0,34.2,72.9,-13.5,,,2022
Austin Peay,ASun,35,19,107.2,115.0,0.3087,50.4,53.1,13.3,16.6,29.9,31.6,31.9,37.9,48.8,54.4,35.5,34.0,64.6,-10.5,,,2022
Ball St.,MAC,31,15,102.3,109.8,0.3069,50.8,51.3,18.2,16.2,27.3,27.9,38.2,27.6,48.7,50.6,36.1,35.1,66.7,-12.5,,,2022
Southern Miss,SB,32,16,99.7,107.1,0.3049,48.4,50.5,18.5,17.2,28.9,30.5,37.9,33.0,47.2,48.9,33.8,35.7,67.9,-11.1,,,2022
Middle Tennessee,CUSA,33,14,98.4,105.8,0.3028,46.0,49.5,20.6,15.8,28.2,30.4,34.9,29.6,45.6,49.0,31.1,33.8,65.4,-13.2,,,2022
Grambling St.  ,SWAC,36,21,98.9,106.4,0.302,48.1,49.7,20.0,18.8,27.9,32.8,38.8,33.8,46.9,48.8,34.0,34.3,64.8,-8.1,,,2022
Western Illinois,OVC,33,21,97.3,104.8,0.299,46.5,46.5,20.1,14.2,37.2,28.9,35.6,25.1,46.0,46.8,31.7,30.4,64.7,-8.0,,,2022
North Dakota St.,Sum,32,15,103.3,111.2,0.2984,53.3,53.7,16.8,13.2,24.3,24.7,30.3,28.5,51.4,52.8,37.7,36.8,65.8,-12.0,,,2022
North Carolina Central,MEAC,31,18,104.6,112.8,0.2953,49.8,49.0,17.8,18.1,31.3,33.7,40.4,37.1,49.8,51.5,33.2,29.7,66.5,-9.7,,,2022
North Alabama,ASun,32,15,104.3,112.5,0.2944,49.8,51.5,14.6,14.2,27.0,27.8,32.9,40.9,47.9,50.6,35.6,35.4,67.8,-12.2,,,2022
Lehigh,Pat,32,14,99.0,106.8,0.2938,49.5,51.7,16.9,17.9,22.0,23.5,33.0,29.6,50.2,50.7,32.2,35.6,70.1,-13.5,,,2022
Georgia Southern,SB,33,9,104.6,113.0,0.2915,50.8,52.0,18.8,17.3,28.8,33.9,28.9,43.1,49.3,51.4,35.2,35.5,69.0,-17.9,,,2022
Central Michigan,MAC,32,18,95.9,103.6,0.2902,46.8,47.3,17.5,16.2,28.6,30.7,27.4,30.6,47.7,47.7,30.1,31.2,65.4,-8.3,,,2022
Utah Tech,WAC,31,11,99.8,107.9,0.288,50.4,50.4,21.8,18.3,28.2,31.6,40.3,43.2,50.2,50.1,33.7,33.9,70.3,-13.9,,,2022
Bucknell,Pat,33,14,98.7,106.9,0.2869,50.4,49.5,18.9,16.4,25.9,28.6,29.0,31.5,50.2,50.1,33.8,32.4,64.9,-14.6,,,2022
Portland,WCC,33,12,103.9,112.5,0.2856,50.5,55.3,17.1,13.2,23.6,28.8,31.7,22.6,49.9,53.9,34.1,38.0,67.8,-13.3,,,2022
Binghamton,AE,30,15,101.8,110.3,0.2843,49.4,50.0,18.0,13.3,29.1,25.0,34.3,34.8,51.4,48.4,29.9,35.0,66.6,-10.7,,,2022
Texas Southern,SWAC,33,16,98.6,106.9,0.2828,46.9,48.3,18.1,17.8,30.0,30.9,31.1,40.1,47.1,48.2,31.1,32.4,67.8,-10.7,,,2022
Nebraska Omaha,Sum,33,15,102.3,111.0,0.2811,49.5,53.4,14.5,15.9,24.7,26.4,39.7,32.2,50.5,53.3,31.6,35.7,67.4,-13.5,,,2022
Howard  ,MEAC,35,18,104.7,113.6,0.28,51.7,51.1,21.2,16.6,33.3,30.3,42.1,38.4,49.1,50.9,37.2,34.4,67.9,-12.2,,,2022
Central Connecticut,NEC,31,20,100.0,108.7,0.2763,50.2,49.6,16.7,17.5,27.6,26.8,33.0,26.7,50.8,48.2,32.8,34.8,66.8,-8.1,,,2022
The Citadel,SC,32,11,101.2,110.1,0.2757,50.6,53.5,18.0,16.1,27.3,26.8,33.7,22.5,51.3,54.1,32.8,35.2,65.4,-15.7,,,2022
New Mexico St.,CUSA,32,13,99.6,108.3,0.275,46.9,50.9,17.7,15.8,25.4,29.6,32.7,44.8,47.0,50.0,31.2,34.7,66.3,-12.6,,,2022
New Hampshire,AE,31,16,98.0,106.8,0.2713,47.9,50.5,16.6,16.4,23.5,25.5,29.8,27.5,48.1,53.5,31.8,30.5,71.4,-9.4,,,2022
Presbyterian,BSth,33,14,101.6,110.7,0.2713,51.2,52.8,16.9,17.7,26.3,27.8,36.8,42.0,52.2,52.8,32.8,35.2,67.6,-14.1,,,2022
Kennesaw St.,ASun,31,15,103.7,113.1,0.2708,51.5,53.1,16.0,17.6,30.0,30.5,35.4,43.2,53.0,51.3,32.9,37.2,74.1,-12.6,,,2022
Oral Roberts,Sum,31,12,102.1,111.5,0.266,51.1,51.4,14.2,14.5,20.9,30.6,26.0,32.3,49.1,50.0,36.0,35.8,67.7,-13.6,,,2022
USC Upstate,BSth,30,10,99.3,108.5,0.2654,49.6,52.0,16.4,18.6,23.9,34.3,29.5,45.0,50.2,53.0,32.5,33.5,67.2,-15.3,,,2022
Denver,Sum,34,17,105.9,115.9,0.263,51.8,54.7,14.0,14.2,27.3,27.6,35.0,32.0,51.2,54.4,35.1,36.8,70.6,-12.4,,,2022
Wagner  ,NEC,33,17,96.2,105.3,0.2625,45.1,48.8,15.7,16.8,28.8,27.7,26.4,30.2,43.1,51.0,32.2,30.4,61.5,-11.6,,,2022
DePaul,BE,32,3,101.3,111.0,0.2583,48.1,56.5,19.9,14.5,22.0,32.3,33.5,28.4,47.0,56.1,33.5,38.1,67.8,-14.8,,,2022
Niagara,MAAC,32,16,101.5,111.3,0.2577,52.0,52.2,17.4,16.5,23.4,26.8,36.0,30.7,51.2,52.1,35.9,35.0,67.4,-12.5,,,2022
Sacred Heart,NEC,32,16,101.4,111.4,0.2516,51.5,51.6,17.1,20.1,25.9,32.6,31.7,31.9,50.2,50.6,35.9,35.3,69.3,-12.7,,,2022
SIU Edwardsville,OVC,33,17,100.2,110.3,0.2494,47.2,51.1,15.6,17.4,30.1,28.2,31.9,37.2,46.2,49.2,32.5,36.2,67.0,-12.0,,,2022
FIU,CUSA,33,11,100.2,110.3,0.2493,49.7,55.6,18.9,24.1,27.0,37.3,28.4,35.9,49.9,52.9,32.9,40.3,70.4,-16.4,,,2022
Alcorn St.,SWAC,32,14,105.7,116.5,0.2462,48.9,55.0,17.0,17.2,33.4,30.6,37.4,36.6,48.0,54.0,34.2,37.5,66.7,-11.4,,,2022
Boston University,Pat,33,16,98.2,108.2,0.246,47.8,50.0,17.7,16.9,26.6,23.0,30.2,36.2,46.8,48.7,32.8,34.6,65.9,-14.2,,,2022
Valparaiso,MVC,32,7,99.6,109.9,0.2437,46.2,54.5,15.9,17.3,25.7,30.3,23.3,30.7,45.0,55.0,32.1,35.8,68.0,-17.4,,,2022
Tennessee St.,OVC,33,18,98.0,108.2,0.2427,48.8,48.8,19.7,18.6,28.4,32.0,38.1,44.3,49.8,48.6,31.3,32.7,68.4,-11.4,,,2022
Louisiana Monroe,SB,30,11,100.0,110.5,0.2414,44.8,52.6,18.2,17.2,34.1,29.0,38.4,37.6,45.6,51.7,28.5,35.8,67.1,-13.5,,,2022
Chicago St.,ind,32,13,98.6,108.9,0.2407,46.1,53.6,20.0,21.1,32.4,35.3,38.2,36.0,46.9,55.6,29.7,33.3,65.2,-12.6,,,2022
Old Dominion,SB,32,7,98.1,108.4,0.2397,47.6,51.3,15.0,18.0,25.2,31.2,27.1,39.7,47.5,50.0,31.8,35.5,69.9,-19.5,,,2022
South Carolina St.,MEAC,32,14,98.0,108.5,0.2374,45.7,52.2,21.3,21.8,37.7,31.0,36.5,49.2,44.5,53.3,32.3,33.6,68.9,-13.0,,,2022
Delaware St.,MEAC,34,15,95.1,105.3,0.236,46.1,50.9,21.1,21.7,33.1,31.5,39.5,36.2,46.0,48.9,31.0,35.9,69.0,-14.1,,,2022
American,Pat,32,16,102.4,113.5,0.235,52.5,53.4,17.3,17.0,27.9,25.6,28.4,29.8,52.8,51.9,34.7,36.9,63.0,-12.5,,,2022
Jacksonville,ASun,33,16,98.9,109.8,0.2314,48.7,52.3,19.2,17.4,34.6,30.7,36.3,40.4,47.7,51.5,33.8,35.7,65.9,-12.1,,,2022
Northern Illinois,MAC,31,11,101.5,112.8,0.2286,49.8,52.9,18.1,14.3,28.0,31.2,36.2,34.7,50.2,51.8,32.7,36.7,68.3,-14.3,,,2022
Bellarmine,ASun,31,8,100.1,111.4,0.2269,49.0,53.9,14.5,14.6,21.8,29.4,21.4,31.9,48.3,55.1,33.6,35.0,65.1,-17.6,,,2022
Campbell,CAA,32,14,100.6,112.2,0.2224,52.0,52.2,18.1,16.4,23.8,31.2,33.7,23.6,52.0,52.9,34.6,34.1,66.4,-13.8,,,2022
Jackson St.,SWAC,32,15,100.2,111.7,0.2221,47.0,52.6,19.0,19.0,34.9,32.0,34.7,34.5,46.2,52.4,32.5,35.2,68.8,-11.6,,,2022
Le Moyne,NEC,32,15,98.8,110.3,0.2189,50.1,50.6,16.6,17.8,23.1,29.9,25.3,27.8,49.2,51.0,34.1,33.4,67.5,-13.8,,,2022
Bethune Cookman,SWAC,34,17,97.2,108.7,0.217,47.3,50.1,19.5,21.9,29.2,33.2,38.2,49.2,47.0,49.5,32.0,34.1,69.7,-12.4,,,2022
Elon,CAA,32,13,101.4,113.7,0.2121,50.6,53.2,17.8,15.7,28.7,32.8,32.8,29.1,48.8,54.5,35.2,34.2,67.7,-14.1,,,2022
