TEAM,CONF,POSTSEASON,G,W,WIN_PER,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,SEED,POWER,YEAR,R64,R32,S16,E8,F4,C2,Champions,games_won
Connecticut,BE,R64,22,15,0.6818181818181818,114.6,92.8,0.9188,49.5,46.2,17.6,19.6,36.9,29.8,29.6,36.9,49.0,45.6,33.6,31.6,65.7,2.1,7,1,2021,1,0,0,0,0,0,0,1
LSU,SEC,R32,27,18,0.6666666666666666,119.3,99.8,0.8868,52.8,48.5,16.1,18.4,31.5,32.8,33.9,29.1,53.0,51.3,35.0,30.0,70.4,2.4,8,1,2021,1,1,0,0,0,0,0,2
St. Bonaventure,A10,R64,20,16,0.8,111.1,92.9,0.8864,50.5,45.5,16.9,19.5,33.6,28.4,27.8,28.3,49.3,45.1,35.4,30.6,64.7,2.1,9,0,2021,1,0,0,0,0,0,0,1
Maryland,B10,R32,28,16,0.5714285714285714,110.0,93.0,0.8735,52.6,48.5,16.8,16.9,20.9,24.8,32.6,25.6,52.8,46.4,34.9,34.3,65.4,0.2,10,1,2021,1,1,0,0,0,0,0,2
UCLA,P12,F4,26,17,0.6538461538461539,112.3,97.5,0.835,52.0,50.7,16.6,17.6,30.4,24.4,32.6,28.0,50.6,49.4,36.7,35.1,64.7,1.0,11,1,2021,1,1,1,1,1,0,0,5
Georgetown,BE,R64,25,13,0.52,108.5,93.2,0.8516,49.6,48.0,21.7,16.2,32.4,27.3,30.3,25.9,46.1,47.4,36.6,32.6,69.5,-1.0,12,1,2021,1,0,0,0,0,0,0,1
UNC Greensboro,SC,R64,29,21,0.7241379310344828,102.3,97.5,0.6353,48.2,48.1,15.6,21.0,32.4,25.9,23.8,36.4,50.3,48.3,30.0,31.9,68.3,-3.5,13,0,2021,1,0,0,0,0,0,0,1
Abilene Christian,Slnd,R32,23,23,1.0,101.8,94.7,0.6977,52.9,45.4,19.4,26.7,30.6,27.9,34.0,42.5,50.8,46.3,37.7,29.1,70.0,-1.1,14,0,2021,1,1,0,0,0,0,0,2
Iona,MAAC,R64,17,12,0.7058823529411765,101.1,99.5,0.545,51.2,45.6,22.4,19.6,33.4,26.1,36.1,46.3,49.9,45.8,35.5,30.1,68.5,-3.2,15,0,2021,1,0,0,0,0,0,0,1
Texas Southern,SWAC,R64,23,16,0.6956521739130435,97.3,103.5,0.3307,48.3,46.5,21.4,19.2,32.9,25.7,38.9,33.8,51.0,45.2,27.7,32.4,71.8,-4.5,16,0,2021,1,0,0,0,0,0,0,1
Baylor,B12,Champions,24,22,0.9166666666666666,123.2,94.5,0.9548,57.5,49.1,17.6,24.6,37.5,30.9,27.0,31.7,54.1,48.1,41.8,34.0,68.8,6.6,1,1,2021,1,1,1,1,1,1,1,7
Ohio St.,B10,R64,30,21,0.7,122.1,97.0,0.934,53.1,48.9,15.3,15.0,29.1,27.4,37.6,33.8,52.1,47.4,36.5,34.1,66.9,6.0,2,1,2021,1,0,0,0,0,0,0,1
Arkansas,SEC,E8,28,22,0.7857142857142857,110.4,91.2,0.8997,51.5,47.6,17.4,20.3,31.7,26.2,32.7,29.3,51.9,46.9,33.9,32.6,73.1,4.6,3,1,2021,1,1,1,1,0,0,0,4
Purdue,B10,R64,27,18,0.6666666666666666,112.4,92.9,0.8994,51.4,48.6,18.7,16.9,32.2,24.1,32.2,30.3,52.1,49.7,33.5,31.5,66.6,3.8,4,1,2021,1,0,0,0,0,0,0,1
Villanova,BE,S16,22,16,0.7272727272727273,117.9,96.7,0.9076,52.8,51.8,13.5,19.0,27.9,24.8,30.0,25.8,52.8,51.0,35.2,35.4,65.1,3.2,5,1,2021,1,1,1,0,0,0,0,3
Texas Tech,B12,R32,27,17,0.6296296296296297,112.3,92.2,0.9057,49.7,47.9,16.2,23.8,33.8,29.7,39.3,36.4,48.7,44.8,34.7,35.1,65.7,0.9,6,1,2021,1,1,0,0,0,0,0,2
Florida,SEC,R32,23,14,0.6086956521739131,110.6,93.4,0.8748,52.5,47.5,20.7,20.5,30.7,31.5,33.8,34.8,51.9,48.4,35.7,30.6,68.6,1.4,7,1,2021,1,1,0,0,0,0,0,2
North Carolina,ACC,R64,28,18,0.6428571428571429,108.8,91.6,0.8777,48.5,48.7,20.5,19.3,41.2,26.3,34.9,27.1,48.9,46.8,31.7,34.4,71.8,2.3,8,1,2021,1,0,0,0,0,0,0,1
Wisconsin,B10,R32,29,17,0.5862068965517241,111.3,90.4,0.9163,49.4,47.9,13.5,17.8,23.7,25.1,26.9,28.5,46.3,47.1,36.0,33.0,65.0,2.2,9,1,2021,1,1,0,0,0,0,0,2
Virginia Tech,ACC,R64,21,15,0.7142857142857143,109.3,94.5,0.8426,52.5,48.4,17.3,17.6,28.4,24.3,33.2,30.9,51.7,47.6,35.7,33.0,66.5,0.9,10,1,2021,1,0,0,0,0,0,0,1
Utah St.,MWC,R64,27,20,0.7407407407407407,105.2,90.0,0.8569,49.8,45.6,19.7,19.7,35.3,21.3,29.4,26.1,49.6,42.9,33.6,33.0,69.0,-1.1,11,0,2021,1,0,0,0,0,0,0,1
Winthrop,BSth,R64,24,23,0.9583333333333334,104.2,96.9,0.6975,53.0,49.0,19.5,22.5,35.6,22.2,35.7,33.8,53.0,49.2,35.3,32.4,73.8,0.9,12,0,2021,1,0,0,0,0,0,0,1
North Texas,CUSA,R32,25,17,0.68,104.4,94.6,0.7578,54.0,45.7,20.4,21.4,27.9,26.9,27.2,31.7,52.9,44.8,37.3,31.6,63.3,-2.5,13,0,2021,1,1,0,0,0,0,0,2
Colgate,Pat,R64,15,14,0.9333333333333333,110.8,100.0,0.7641,57.1,45.7,13.8,16.6,27.9,25.6,31.1,25.1,55.4,49.5,40.2,26.1,71.9,0.3,14,0,2021,1,0,0,0,0,0,0,1
Oral Roberts,Sum,S16,23,16,0.6956521739130435,107.0,107.1,0.4981,53.6,50.4,15.7,18.2,23.2,33.0,27.8,33.1,49.7,49.0,38.8,35.6,71.4,-5.1,15,0,2021,1,1,1,0,0,0,0,3
Hartford,AE,R64,23,15,0.6521739130434783,97.3,99.6,0.4345,50.4,47.6,19.0,20.4,24.8,28.6,28.6,25.0,51.3,50.7,32.7,28.7,66.9,-4.9,16,0,2021,1,0,0,0,0,0,0,1
Illinois,B10,R32,29,23,0.7931034482758621,117.7,90.4,0.9539,55.6,46.6,18.2,16.1,33.0,22.2,39.2,30.5,55.3,45.4,37.6,32.7,70.7,8.9,1,1,2021,1,1,0,0,0,0,0,2
Houston,Amer,F4,26,24,0.9230769230769231,120.6,90.9,0.9626,51.3,42.9,16.3,21.6,39.4,28.0,30.7,42.4,49.9,43.0,35.5,28.5,65.0,4.0,2,0,2021,1,1,1,1,1,0,0,5
West Virginia,B12,R32,27,18,0.6666666666666666,115.9,95.3,0.9046,48.7,50.2,17.0,20.7,35.6,31.3,39.4,28.5,46.4,51.3,35.7,32.3,69.6,3.0,3,1,2021,1,1,0,0,0,0,0,2
Oklahoma St.,B12,R32,28,20,0.7142857142857143,109.3,92.3,0.875,52.1,47.2,21.4,19.3,31.9,30.2,36.4,30.5,52.8,46.9,33.8,31.7,71.6,4.6,4,1,2021,1,1,0,0,0,0,0,2
Tennessee,SEC,R64,26,18,0.6923076923076923,108.8,89.2,0.9072,50.1,45.9,18.2,22.9,31.4,28.6,35.1,31.1,49.8,44.8,33.8,31.8,66.9,2.4,5,1,2021,1,0,0,0,0,0,0,1
San Diego St.,MWC,R64,26,23,0.8846153846153846,111.1,90.0,0.9191,52.7,46.7,16.9,22.5,29.9,24.4,34.3,32.7,50.5,44.6,37.5,32.8,66.0,2.8,6,0,2021,1,0,0,0,0,0,0,1
Clemson,ACC,R64,23,16,0.6956521739130435,105.9,91.9,0.8374,50.4,48.7,19.5,21.6,26.6,26.6,23.6,29.6,49.2,47.5,34.6,33.7,64.4,2.9,7,1,2021,1,0,0,0,0,0,0,1
Loyola Chicago,MVC,S16,26,24,0.9230769230769231,108.5,88.3,0.9136,56.3,46.7,18.5,21.6,26.0,21.0,30.7,22.4,58.0,45.5,35.7,32.5,63.9,1.7,8,0,2021,1,1,1,0,0,0,0,3
Georgia Tech,ACC,R64,25,17,0.68,113.0,94.8,0.882,53.9,52.2,15.9,22.7,24.8,29.7,29.0,28.9,54.8,50.7,34.9,36.7,67.7,1.9,9,1,2021,1,0,0,0,0,0,0,1
Rutgers,B10,R32,26,15,0.5769230769230769,106.7,91.9,0.847,50.2,47.7,16.4,18.9,27.4,29.1,27.7,33.2,51.9,47.4,31.1,32.1,67.8,1.9,10,1,2021,1,1,0,0,0,0,0,2
Syracuse,ACC,S16,25,16,0.64,112.8,97.6,0.8402,50.7,48.5,16.0,20.8,30.1,33.5,28.1,25.1,50.9,49.3,33.7,31.6,69.4,0.5,11,1,2021,1,1,1,0,0,0,0,3
Oregon St.,P12,E8,28,17,0.6071428571428571,108.5,99.6,0.7289,48.7,50.4,17.2,18.5,29.8,29.4,34.0,38.2,46.9,52.5,34.6,31.4,65.1,-1.6,12,1,2021,1,1,1,1,0,0,0,4
Liberty,ASun,R64,24,23,0.9583333333333334,109.1,101.5,0.6969,57.4,48.0,15.6,17.3,23.1,22.4,25.5,29.6,56.8,47.8,38.8,32.2,63.4,-1.7,13,0,2021,1,0,0,0,0,0,0,1
Morehead St.,OVC,R64,28,23,0.8214285714285714,99.3,96.7,0.5778,51.9,47.0,22.9,18.0,31.3,24.9,36.8,23.1,51.8,47.6,34.7,30.7,65.6,-2.0,14,0,2021,1,0,0,0,0,0,0,1
Cleveland St.,Horz,R64,26,19,0.7307692307692307,99.9,100.7,0.4785,50.6,48.9,18.5,20.2,30.9,31.8,31.9,37.2,52.1,50.9,31.9,30.8,66.2,-2.7,15,0,2021,1,0,0,0,0,0,0,1
Drexel,CAA,R64,19,12,0.631578947368421,107.9,105.0,0.5768,54.3,49.6,19.6,16.4,29.4,24.3,28.5,27.2,53.5,50.4,37.2,32.1,64.4,-4.5,16,0,2021,1,0,0,0,0,0,0,1
Gonzaga,WCC,2ND,26,26,1.0,125.4,89.8,0.9791,61.0,47.5,16.1,20.3,30.4,23.4,36.7,25.9,64.0,46.8,36.5,32.5,74.6,8.5,1,0,2021,1,1,1,1,1,1,0,6
Iowa,B10,R32,29,21,0.7241379310344828,123.5,95.7,0.9491,54.6,48.3,13.3,16.3,30.7,28.6,32.0,22.6,52.4,45.8,38.6,34.8,70.0,5.6,2,1,2021,1,1,0,0,0,0,0,2
Kansas,B12,R32,27,20,0.7407407407407407,108.5,90.0,0.8964,49.8,47.0,17.7,20.0,30.9,26.9,30.5,26.5,49.3,45.9,33.8,32.6,68.2,4.2,3,1,2021,1,1,0,0,0,0,0,2
Virginia,ACC,R64,24,18,0.75,114.6,93.9,0.9079,56.1,47.9,15.4,15.2,23.1,22.6,22.0,24.6,55.3,46.1,38.1,34.0,59.9,3.4,4,1,2021,1,0,0,0,0,0,0,1
Creighton,BE,S16,28,20,0.7142857142857143,114.4,94.3,0.9025,55.7,46.9,15.8,17.8,24.8,28.2,26.9,25.7,56.3,46.1,36.7,32.1,69.1,3.5,5,1,2021,1,1,1,0,0,0,0,3
USC,P12,E8,29,22,0.7586206896551724,112.0,92.0,0.9052,52.1,45.4,18.1,17.4,35.7,27.3,37.5,24.8,52.1,42.2,34.8,34.2,67.2,3.6,6,1,2021,1,1,1,1,0,0,0,4
Oregon,P12,S16,26,20,0.7692307692307693,113.1,98.2,0.835,54.4,50.1,16.8,20.3,28.3,27.2,26.8,27.1,52.9,49.9,37.9,33.6,67.2,3.0,7,1,2021,1,1,1,0,0,0,0,3
Oklahoma,B12,R32,25,15,0.6,111.0,94.5,0.8642,50.8,48.9,15.8,18.7,27.3,27.5,29.1,22.8,50.8,46.3,33.8,35.4,67.6,0.3,8,1,2021,1,1,0,0,0,0,0,2
Missouri,SEC,R64,25,16,0.64,111.3,95.0,0.8599,50.9,48.5,18.9,18.4,28.6,29.2,37.5,36.4,52.6,48.3,32.0,32.7,68.6,2.1,9,1,2021,1,0,0,0,0,0,0,1
VCU,A10,R64,26,19,0.7307692307692307,104.6,89.7,0.8540000000000001,50.9,45.8,20.6,23.5,28.3,31.3,34.0,35.4,51.7,45.9,32.9,30.5,70.0,1.3,10,0,2021,1,0,0,0,0,0,0,1
Drake,MVC,R64,27,25,0.9259259259259259,111.8,101.6,0.7508,54.5,48.4,15.2,18.8,31.6,24.9,25.2,29.7,54.4,49.7,36.6,30.8,66.7,1.5,11,0,2021,1,0,0,0,0,0,0,1
UC Santa Barbara,BW,R64,24,22,0.9166666666666666,107.9,97.6,0.7615,53.0,47.7,16.5,20.8,28.2,24.5,35.5,28.0,53.4,46.6,34.8,33.4,65.8,-0.2,12,0,2021,1,0,0,0,0,0,0,1
Ohio,MAC,R32,22,16,0.7272727272727273,111.9,100.7,0.7715,55.8,51.1,17.0,20.0,28.7,27.4,29.6,30.2,56.4,51.6,36.6,33.7,69.3,-2.0,13,0,2021,1,1,0,0,0,0,0,2
Eastern Washington,BSky,R64,22,16,0.7272727272727273,107.7,101.1,0.6729,54.1,47.5,16.5,16.5,23.9,25.8,30.4,27.7,54.2,47.6,35.9,31.6,72.2,-3.6,14,0,2021,1,0,0,0,0,0,0,1
Grand Canyon,WAC,R64,20,17,0.85,102.7,96.0,0.6852,53.0,44.9,20.4,16.6,32.4,22.6,34.7,29.6,55.7,44.9,32.2,29.9,65.4,-3.2,15,0,2021,1,0,0,0,0,0,0,1
Norfolk St.,MEAC,R64,21,16,0.7619047619047619,99.4,104.1,0.3698,49.7,47.4,17.8,20.7,28.8,28.7,38.6,42.0,46.1,47.2,37.4,31.7,67.9,-5.0,16,0,2021,1,0,0,0,0,0,0,1
Baylor,B12,R32,32,26,0.8125,117.1,91.7,0.9429,52.9,47.8,18.2,22.9,36.3,28.4,28.5,26.9,53.5,49.5,34.6,29.9,67.5,8.6,1,1,2022,1,1,0,0,0,0,0,2
Kentucky,SEC,R64,33,26,0.7878787878787878,119.4,94.3,0.9381,53.3,46.5,16.6,17.4,37.8,24.9,27.2,25.1,53.7,47.2,34.9,30.3,67.6,6.9,2,1,2022,1,0,0,0,0,0,0,1
Purdue,B10,S16,34,27,0.7941176470588235,122.2,97.7,0.9291,57.0,49.6,17.3,14.1,35.2,23.6,36.3,21.4,55.9,49.2,39.1,33.5,65.7,7.3,3,1,2022,1,1,1,0,0,0,0,3
UCLA,P12,S16,32,25,0.78125,115.5,91.6,0.9349,50.6,47.7,13.4,19.7,31.9,24.8,29.8,29.2,49.6,47.3,35.2,32.2,65.7,5.5,4,1,2022,1,1,1,0,0,0,0,3
Saint Mary's,WCC,R32,31,25,0.8064516129032258,109.3,89.9,0.9044,52.6,48.3,17.1,19.5,27.3,21.9,23.2,24.4,52.6,47.0,35.1,34.4,63.6,4.5,5,0,2022,1,1,0,0,0,0,0,2
Texas,B12,R32,32,21,0.65625,111.4,91.1,0.9099,50.1,46.5,18.2,23.3,31.9,30.0,32.3,36.8,50.9,46.1,32.3,31.6,63.0,3.0,6,1,2022,1,1,0,0,0,0,0,2
Murray St.,OVC,R32,29,30,1.0344827586206897,109.6,95.1,0.8366,52.9,48.0,17.1,21.0,35.5,25.4,31.1,24.6,53.5,50.0,34.7,30.1,65.8,3.6,7,0,2022,1,1,0,0,0,0,0,2
North Carolina,ACC,2ND,33,24,0.7272727272727273,112.3,96.2,0.8548,52.1,49.8,16.5,14.1,30.4,20.8,29.6,21.5,50.7,48.3,36.2,34.9,70.1,3.8,8,1,2022,1,1,1,1,1,1,0,6
Marquette,BE,R64,31,19,0.6129032258064516,108.8,95.6,0.8159,52.6,46.7,17.3,19.1,22.4,31.4,26.8,29.7,52.9,46.2,34.7,31.7,71.0,0.6,9,1,2022,1,0,0,0,0,0,0,1
San Francisco,WCC,R64,32,24,0.75,110.4,92.3,0.8871,53.1,46.9,18.1,18.5,30.3,23.8,28.4,32.2,53.9,48.4,34.7,28.9,68.7,2.1,10,0,2022,1,0,0,0,0,0,0,1
Virginia Tech,ACC,R64,35,23,0.6571428571428571,114.7,95.9,0.8863,55.2,48.7,17.0,18.8,28.1,26.1,23.7,25.2,52.5,49.4,39.3,31.7,62.9,0.8,11,1,2022,1,0,0,0,0,0,0,1
Indiana,B10,R64,33,20,0.6060606060606061,108.2,90.9,0.8802,51.3,45.6,17.3,17.4,26.9,25.0,33.5,30.6,51.4,43.4,33.9,32.6,67.0,0.5,12,1,2022,1,0,0,0,0,0,0,1
Akron,MAC,R64,31,24,0.7741935483870968,105.5,102.4,0.5833,52.8,49.3,17.7,17.6,29.1,26.3,40.1,26.2,52.4,47.8,35.6,34.7,61.9,-4.0,13,0,2022,1,0,0,0,0,0,0,1
Yale,Ivy,R64,29,19,0.6551724137931034,100.1,98.1,0.5583,50.1,48.9,18.3,18.2,25.6,26.5,32.7,31.1,50.5,51.1,32.9,30.4,68.7,-4.8,14,0,2022,1,0,0,0,0,0,0,1
Saint Peter's,MAAC,E8,29,19,0.6551724137931034,98.2,94.1,0.6184,47.8,44.1,20.8,20.9,31.5,28.0,37.5,41.0,45.9,44.0,34.8,29.4,65.7,-5.8,15,0,2022,1,1,1,1,0,0,0,4
Norfolk St.,MEAC,R64,27,24,0.8888888888888888,101.2,102.3,0.4693,51.5,45.1,19.9,18.5,29.8,27.2,39.1,33.3,51.3,46.3,34.5,29.1,67.1,-3.0,16,0,2022,1,0,0,0,0,0,0,1
Arizona,P12,S16,34,31,0.9117647058823529,118.6,93.2,0.9407,55.9,44.4,18.0,17.7,34.5,28.3,35.1,22.8,57.5,41.9,35.4,32.7,72.2,9.1,1,1,2022,1,1,1,0,0,0,0,3
Villanova,BE,F4,33,26,0.7878787878787878,117.4,93.4,0.9322,52.0,47.5,15.5,18.8,30.9,28.0,30.5,25.1,50.3,48.2,35.9,31.0,62.5,7.5,2,1,2022,1,1,1,1,1,0,0,5
Tennessee,SEC,R32,33,26,0.7878787878787878,110.8,87.2,0.9404,50.3,46.2,18.0,22.9,32.8,27.4,29.6,31.6,48.0,45.8,35.8,31.2,67.1,8.1,3,1,2022,1,1,0,0,0,0,0,2
Illinois,B10,R32,31,22,0.7096774193548387,113.5,93.2,0.9066,53.1,46.3,17.7,15.6,33.4,25.8,31.7,28.4,51.7,45.5,36.7,32.2,67.0,4.6,4,1,2022,1,1,0,0,0,0,0,2
Houston,Amer,E8,33,28,0.8484848484848485,116.8,89.6,0.9551,53.7,43.5,17.2,21.6,37.9,27.3,28.6,35.3,55.3,43.2,34.1,29.3,64.1,5.7,5,0,2022,1,1,1,1,0,0,0,4
Colorado St.,MWC,R64,29,25,0.8620689655172413,112.6,98.1,0.8297,55.2,49.9,15.1,18.4,21.9,24.9,30.4,25.0,56.3,50.5,35.7,32.7,65.3,4.8,6,0,2022,1,0,0,0,0,0,0,1
Ohio St.,B10,R32,30,19,0.6333333333333333,116.8,99.6,0.8621,54.8,47.9,16.7,15.3,28.8,28.6,33.5,29.2,54.0,46.2,37.3,34.0,65.1,1.7,7,1,2022,1,1,0,0,0,0,0,2
Seton Hall,BE,R64,30,21,0.7,106.8,93.6,0.8201,47.6,45.4,17.5,18.5,32.7,29.1,30.8,27.8,46.2,44.8,33.3,31.0,67.5,2.1,8,1,2022,1,0,0,0,0,0,0,1
TCU,B12,R32,32,20,0.625,107.9,93.3,0.8406,48.9,47.7,21.6,18.4,37.8,26.1,31.2,26.7,50.5,47.9,30.3,31.5,65.8,2.6,9,1,2022,1,1,0,0,0,0,0,2
Loyola Chicago,MVC,R64,31,25,0.8064516129032258,108.7,93.5,0.8495,56.3,47.0,18.4,19.9,25.1,23.9,31.9,28.4,55.8,46.9,38.0,31.5,64.5,2.0,10,0,2022,1,0,0,0,0,0,0,1
Michigan,B10,S16,31,17,0.5483870967741935,114.6,97.0,0.8717,52.3,50.3,17.1,15.0,31.2,23.8,28.9,26.6,53.0,50.8,34.0,33.0,66.1,0.5,11,1,2022,1,1,1,0,0,0,0,3
UAB,CUSA,R64,32,27,0.84375,111.6,98.6,0.8059,52.9,47.9,16.3,21.4,33.4,27.4,29.5,31.5,50.6,47.5,38.3,32.4,68.8,0.1,12,0,2022,1,0,0,0,0,0,0,1
Chattanooga,SC,R64,32,27,0.84375,107.7,98.4,0.7381,52.8,49.6,17.0,18.0,32.7,26.3,27.0,27.3,53.9,52.1,34.1,30.6,64.5,0.3,13,0,2022,1,0,0,0,0,0,0,1
Longwood,BSth,R64,28,26,0.9285714285714286,105.8,103.4,0.5676,51.7,50.6,18.2,20.1,33.6,24.5,35.9,26.8,48.0,53.6,38.6,31.1,65.7,-2.3,14,0,2022,1,0,0,0,0,0,0,1
Delaware,CAA,R64,33,22,0.6666666666666666,106.4,103.3,0.5825,53.5,49.3,18.4,18.5,26.8,31.2,34.6,29.3,54.2,47.5,35.0,34.9,66.6,-5.6,15,0,2022,1,0,0,0,0,0,0,1
Wright St.,Horz,R64,33,21,0.6363636363636364,104.7,106.8,0.4451,52.0,51.2,17.9,18.4,31.3,30.0,31.1,26.0,53.2,51.6,33.0,33.7,68.5,-8.4,16,0,2022,1,0,0,0,0,0,0,1
Kansas,B12,Champions,34,28,0.8235294117647058,119.8,93.1,0.9476,54.1,46.9,17.8,18.4,33.4,28.9,32.8,27.8,54.5,47.9,35.5,30.1,69.0,10.1,1,1,2022,1,1,1,1,1,1,1,7
Auburn,SEC,R32,32,27,0.84375,112.5,89.7,0.9315,50.3,44.1,16.7,20.7,33.2,29.3,31.6,34.8,51.9,42.6,32.0,31.2,69.9,7.7,2,1,2022,1,1,0,0,0,0,0,2
Wisconsin,B10,R32,31,24,0.7741935483870968,110.1,93.8,0.8638,48.2,49.4,12.7,16.9,25.8,24.0,32.3,27.7,48.9,49.9,31.3,32.3,66.4,6.7,3,1,2022,1,1,0,0,0,0,0,2
Providence,BE,S16,30,25,0.8333333333333334,111.8,97.7,0.8253,50.3,46.7,17.3,15.8,30.5,28.0,38.5,26.3,49.6,46.6,34.3,31.2,65.4,6.0,4,1,2022,1,1,1,0,0,0,0,3
Iowa,B10,R64,35,26,0.7428571428571429,121.7,97.0,0.9312,53.6,49.8,12.9,19.3,32.2,30.2,30.4,26.2,52.6,50.0,36.8,32.9,69.7,5.0,5,1,2022,1,0,0,0,0,0,0,1
LSU,SEC,R64,33,22,0.6666666666666666,106.4,89.4,0.8798,49.5,45.1,20.4,25.3,33.7,31.2,33.0,38.4,50.5,47.7,31.9,28.0,68.7,2.4,6,1,2022,1,0,0,0,0,0,0,1
USC,P12,R64,33,26,0.7878787878787878,109.1,96.6,0.8027,51.1,44.7,17.7,14.7,33.8,27.2,30.9,26.3,50.1,41.6,35.4,33.7,66.0,4.3,7,1,2022,1,0,0,0,0,0,0,1
San Diego St.,MWC,R64,31,23,0.7419354838709677,102.3,86.3,0.8764,48.8,44.0,19.3,21.7,29.6,27.0,31.3,30.6,46.6,43.1,35.8,30.4,65.2,3.1,8,0,2022,1,0,0,0,0,0,0,1
Creighton,BE,R32,33,22,0.6666666666666666,103.8,91.7,0.8062,50.9,44.9,20.5,15.5,28.6,28.4,26.0,20.3,53.9,43.5,30.7,31.7,66.8,2.0,9,1,2022,1,1,0,0,0,0,0,2
Miami FL,ACC,E8,33,23,0.696969696969697,114.1,100.6,0.8092,54.2,53.4,14.2,20.3,23.4,30.3,28.9,24.6,54.9,53.9,35.3,35.2,67.4,2.1,10,1,2022,1,1,1,1,0,0,0,4
Iowa St.,B12,S16,32,20,0.625,102.9,90.3,0.819,49.9,48.4,20.4,24.5,28.2,28.5,28.1,36.2,50.9,50.7,32.1,29.6,66.2,2.5,11,1,2022,1,1,1,0,0,0,0,3
Richmond,A10,R32,35,23,0.6571428571428571,108.0,99.5,0.7186,51.5,50.5,14.4,18.9,22.4,27.2,30.9,23.5,52.2,50.0,33.8,34.3,66.7,-1.5,12,0,2022,1,1,0,0,0,0,0,2
South Dakota St.,Sum,R64,32,30,0.9375,115.2,103.7,0.7704,59.7,51.5,15.3,15.8,24.0,24.2,35.2,21.3,56.3,50.6,44.2,35.2,69.6,1.8,13,0,2022,1,0,0,0,0,0,0,1
Colgate,Pat,R64,33,23,0.696969696969697,106.5,103.1,0.5917,55.9,49.0,16.9,16.2,26.5,24.8,26.8,24.3,52.7,48.2,40.2,33.7,67.1,-6.2,14,0,2022,1,0,0,0,0,0,0,1
Jacksonville St.,ASun,R64,29,21,0.7241379310344828,104.4,102.2,0.561,54.2,48.0,20.0,17.1,28.3,26.2,32.2,21.1,51.8,47.4,38.2,32.5,65.1,-5.1,15,0,2022,1,0,0,0,0,0,0,1
Texas Southern,SWAC,R64,30,18,0.6,96.9,98.7,0.4468,48.7,44.9,21.4,17.4,33.8,28.2,32.7,34.3,49.2,45.2,31.7,29.5,67.6,-6.6,16,0,2022,1,0,0,0,0,0,0,1
Gonzaga,WCC,S16,29,26,0.896551724137931,121.4,88.4,0.9747,59.4,43.2,15.9,17.0,29.0,23.0,29.7,22.2,60.9,41.6,37.9,30.7,72.7,7.0,1,0,2022,1,1,1,0,0,0,0,3
Duke,ACC,F4,34,28,0.8235294117647058,120.0,95.1,0.9355,55.6,47.0,14.9,16.1,31.9,28.5,28.6,18.9,55.8,46.9,36.8,31.4,67.6,6.5,2,1,2022,1,1,1,1,1,0,0,5
Texas Tech,B12,S16,34,25,0.7352941176470589,108.8,85.4,0.9419,52.4,45.5,20.3,23.6,33.3,26.1,36.1,32.1,55.1,44.3,31.4,31.3,66.3,6.2,3,1,2022,1,1,1,0,0,0,0,3
Arkansas,SEC,E8,33,25,0.7575757575757576,109.6,91.3,0.8914,49.2,47.5,17.4,20.6,30.9,25.8,37.9,32.3,50.9,46.4,30.7,32.8,70.6,4.6,4,1,2022,1,1,1,1,0,0,0,4
Connecticut,BE,R64,32,23,0.71875,113.1,95.0,0.8813,49.6,45.7,17.4,18.0,38.0,27.5,30.6,31.9,47.8,42.8,35.3,34.5,65.1,3.3,5,1,2022,1,0,0,0,0,0,0,1
Alabama,SEC,R64,32,19,0.59375,115.9,98.5,0.8664,51.5,49.4,19.8,17.7,35.5,30.7,33.6,35.2,56.3,49.3,30.8,33.1,71.6,2.2,6,1,2022,1,0,0,0,0,0,0,1
Michigan St.,B10,R32,34,22,0.6470588235294118,110.7,95.7,0.8415,52.0,47.5,19.2,15.3,30.7,27.0,30.4,28.3,49.7,47.9,37.8,31.2,67.6,3.3,7,1,2022,1,1,0,0,0,0,0,2
Boise St.,MWC,R64,33,27,0.8181818181818182,108.2,92.3,0.8622,51.1,48.2,18.5,20.1,30.6,21.9,35.2,25.8,51.1,48.0,34.1,32.4,64.6,4.0,8,0,2022,1,0,0,0,0,0,0,1
Memphis,Amer,R32,30,21,0.7,111.5,92.7,0.8929,52.8,46.4,22.9,21.1,37.7,30.9,38.8,32.9,52.1,45.1,36.4,32.0,70.6,1.8,9,0,2022,1,1,0,0,0,0,0,2
Davidson,A10,R64,32,27,0.84375,115.8,101.5,0.8192,55.6,49.4,14.8,16.9,23.6,22.2,32.9,28.0,54.2,48.4,38.4,33.8,64.5,2.3,10,0,2022,1,0,0,0,0,0,0,1
Notre Dame,ACC,R32,31,22,0.7096774193548387,111.9,97.3,0.834,54.0,49.1,15.5,15.0,22.1,24.0,27.7,22.9,52.0,49.9,37.8,31.7,65.5,1.3,11,1,2022,1,1,0,0,0,0,0,2
New Mexico St.,WAC,R32,29,26,0.896551724137931,106.3,97.1,0.7403,52.2,45.5,20.7,16.9,33.3,26.2,35.4,27.8,54.1,45.8,33.0,30.0,66.2,0.9,12,0,2022,1,1,0,0,0,0,0,2
