TEAM,CONF,POSTSEASON,G,W,WIN_PER,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,SEED,POWER,YEAR,R64,R32,S16,E8,F4,C2,Champions,games_won
South Dakota St.,Sum,R64,32,24,0.75,110.5,101.1,0.737,51.3,48.0,17.1,17.2,32.4,25.5,40.2,40.2,49.7,47.1,36.1,33.3,69.2,-1.2,12,0,2016,1,0,0,0,0,0,0,1
Hawaii,BW,R32,32,26,0.8125,106.9,95.0,0.7945,51.9,44.9,18.1,19.8,30.4,26.4,45.4,40.2,54.1,44.8,32.2,30.0,71.4,0.8,13,0,2016,1,1,0,0,0,0,0,2
Buffalo,MAC,R64,34,19,0.5588235294117647,105.1,102.4,0.5746,49.6,49.8,18.8,17.7,31.8,28.7,41.6,37.8,49.0,48.8,33.7,34.3,72.9,-5.8,14,0,2016,1,0,0,0,0,0,0,1
UNC Asheville,BSth,R64,32,20,0.625,101.2,99.4,0.5487,49.6,49.3,18.6,22.2,31.6,29.3,41.8,33.0,50.2,52.1,32.1,29.6,71.0,-6.3,15,0,2016,1,0,0,0,0,0,0,1
Austin Peay,OVC,R64,34,16,0.47058823529411764,103.4,109.1,0.3501,51.3,53.8,20.2,18.6,31.9,30.0,47.0,31.3,51.0,53.3,34.7,36.4,70.5,-11.3,16,0,2016,1,0,0,0,0,0,0,1
Virginia,ACC,E8,37,29,0.7837837837837838,119.9,91.0,0.96,54.8,48.4,15.1,18.8,29.9,25.2,32.1,33.4,52.6,46.3,40.3,34.7,61.9,8.6,1,1,2016,1,1,1,1,0,0,0,4
Michigan St.,B10,R64,35,29,0.8285714285714286,122.5,96.0,0.9428,56.3,43.3,17.6,14.2,37.1,24.3,30.0,34.1,51.4,41.7,43.4,31.0,67.6,7.2,2,1,2016,1,0,0,0,0,0,0,1
Utah,P12,R32,35,26,0.7428571428571429,115.8,97.3,0.8807,55.1,48.0,18.2,15.3,29.2,27.8,37.9,23.0,55.5,44.5,36.3,37.1,66.9,5.6,3,1,2016,1,1,0,0,0,0,0,2
Iowa St.,B12,S16,35,23,0.6571428571428571,121.4,98.6,0.9162,57.1,49.8,15.7,16.8,26.2,30.1,26.1,24.9,56.7,49.5,38.7,33.5,72.3,3.6,3,1,2016,1,1,1,0,0,0,0,3
Purdue,B10,R64,35,26,0.7428571428571429,117.2,93.4,0.9316,53.6,44.3,17.7,13.7,35.0,23.4,35.4,28.1,52.8,42.9,36.7,31.4,68.9,4.4,5,1,2016,1,0,0,0,0,0,0,1
Seton Hall,BE,R64,34,25,0.7352941176470589,110.8,91.4,0.9014,49.8,45.4,19.4,19.5,34.7,30.8,40.4,33.8,48.8,44.3,34.7,31.7,70.4,5.3,6,1,2016,1,0,0,0,0,0,0,1
Dayton,A10,R64,33,25,0.7575757575757576,105.5,92.6,0.8184,51.6,46.9,18.6,18.0,28.7,24.2,40.8,32.8,51.5,43.7,34.4,34.9,68.5,2.4,7,0,2016,1,0,0,0,0,0,0,1
Texas Tech,B12,R64,32,19,0.59375,113.1,98.9,0.8227,50.0,49.6,17.8,19.0,31.3,32.3,42.2,32.9,49.2,47.2,34.6,35.6,67.2,1.3,8,1,2016,1,0,0,0,0,0,0,1
Butler,BE,R32,33,22,0.6666666666666666,118.2,98.6,0.8899,52.6,49.7,14.5,18.6,32.2,27.5,39.3,35.8,49.9,49.1,39.3,33.8,69.2,2.0,9,1,2016,1,1,0,0,0,0,0,2
Syracuse,ACC,F4,37,23,0.6216216216216216,111.9,93.6,0.8857,50.0,47.3,18.1,20.4,33.5,35.3,35.4,28.0,47.2,48.1,36.0,30.7,65.5,-0.3,10,1,2016,1,1,1,1,1,0,0,5
Gonzaga,WCC,S16,35,27,0.7714285714285715,117.4,94.5,0.9238,55.2,44.8,17.1,15.1,32.1,26.0,34.4,28.1,54.3,44.4,37.8,30.3,68.2,2.1,11,0,2016,1,1,1,0,0,0,0,3
Arkansas Little Rock,SB,R32,33,28,0.8484848484848485,107.6,96.7,0.7732,51.9,45.9,15.6,21.0,26.7,29.5,31.5,38.3,48.9,45.7,38.2,30.9,63.8,2.1,12,0,2016,1,1,0,0,0,0,0,2
Iona,MAAC,R64,33,22,0.6666666666666666,109.1,102.1,0.6822,53.8,48.8,17.6,19.2,29.2,31.0,32.4,36.3,52.5,46.0,37.0,35.8,72.6,-3.6,13,0,2016,1,0,0,0,0,0,0,1
Fresno St.,MWC,R64,33,23,0.696969696969697,106.3,100.1,0.6646,48.4,48.8,15.1,21.0,30.0,29.7,37.7,46.4,47.0,48.4,34.4,33.0,69.8,-0.9,14,0,2016,1,0,0,0,0,0,0,1
Middle Tennessee,CUSA,R32,33,23,0.696969696969697,103.9,99.5,0.6224,51.7,49.4,17.1,19.4,28.7,25.7,34.9,42.4,47.8,48.0,39.2,34.7,68.5,-3.2,15,0,2016,1,1,0,0,0,0,0,2
Hampton,MEAC,R64,31,20,0.6451612903225806,98.2,107.5,0.2615,46.7,48.6,18.7,16.7,34.5,27.2,41.3,35.7,47.3,47.5,30.5,33.8,71.9,-6.3,16,0,2016,1,0,0,0,0,0,0,1
Oregon,P12,E8,37,30,0.8108108108108109,118.4,96.2,0.9163,52.3,48.9,16.1,20.2,34.1,30.5,40.3,32.0,52.6,46.1,34.4,36.2,69.0,6.7,1,1,2016,1,1,1,1,0,0,0,4
Oklahoma,B12,F4,37,29,0.7837837837837838,118.2,94.1,0.9326,54.3,47.2,18.3,17.7,31.2,30.5,33.0,28.3,48.2,45.3,42.2,33.7,70.8,8.0,2,1,2016,1,1,1,1,1,0,0,5
Texas A&M,SEC,S16,37,28,0.7567567567567568,113.0,92.2,0.9126,51.2,47.4,17.4,20.7,34.8,29.2,38.1,32.3,51.3,45.6,34.1,33.3,68.4,5.2,3,1,2016,1,1,1,0,0,0,0,3
Duke,ACC,S16,36,25,0.6944444444444444,121.2,98.9,0.9122,53.7,49.5,14.3,17.4,33.2,34.7,40.6,25.3,51.0,48.9,38.5,34.0,68.7,4.2,4,1,2016,1,1,1,0,0,0,0,3
Baylor,B12,R64,33,21,0.6363636363636364,119.3,99.2,0.8924,51.6,51.2,18.6,19.8,40.0,28.8,38.6,38.6,49.8,49.1,37.4,36.9,67.4,3.5,5,1,2016,1,0,0,0,0,0,0,1
Texas,B12,R64,33,20,0.6060606060606061,112.2,95.6,0.8627,49.4,47.7,15.4,18.5,30.7,32.0,39.5,38.4,48.5,45.8,34.1,34.5,66.3,3.2,6,1,2016,1,0,0,0,0,0,0,1
Oregon St.,P12,R64,31,18,0.5806451612903226,109.9,98.1,0.788,49.8,49.5,16.6,19.5,29.0,32.2,36.8,39.3,46.9,50.0,37.4,32.4,68.0,0.3,7,1,2016,1,0,0,0,0,0,0,1
Saint Joseph's,A10,R32,36,28,0.7777777777777778,114.2,97.6,0.86,51.2,48.1,14.3,16.1,28.3,25.8,37.4,25.0,52.3,49.2,32.7,31.1,70.9,3.4,8,0,2016,1,1,0,0,0,0,0,2
Cincinnati,Amer,R64,33,22,0.6666666666666666,110.0,93.5,0.866,49.3,45.6,16.3,20.3,36.7,30.6,33.2,27.0,47.7,41.3,34.8,35.7,66.0,0.3,9,0,2016,1,0,0,0,0,0,0,1
VCU,A10,R32,36,25,0.6944444444444444,112.1,94.2,0.8811,51.0,49.2,16.3,21.4,33.2,27.7,32.2,36.8,50.1,48.6,35.2,33.7,70.3,-0.1,10,0,2016,1,1,0,0,0,0,0,2
Northern Iowa,MVC,R32,35,22,0.6285714285714286,109.7,96.7,0.8109,53.2,48.7,15.2,18.5,17.7,27.4,34.1,24.8,51.3,48.9,37.2,32.4,63.7,-2.1,11,0,2016,1,1,0,0,0,0,0,2
Yale,Ivy,R32,29,22,0.7586206896551724,109.1,95.6,0.8209,52.2,46.7,19.9,17.8,39.3,24.3,41.7,33.3,51.4,45.5,36.0,32.7,66.8,-0.1,12,0,2016,1,1,0,0,0,0,0,2
UNC Wilmington,CAA,R64,31,23,0.7419354838709677,109.5,100.9,0.7186,51.2,47.5,15.9,19.9,32.1,30.1,35.6,55.2,51.0,46.1,34.4,33.9,71.3,-0.7,13,0,2016,1,0,0,0,0,0,0,1
Green Bay,Horz,R64,34,21,0.6176470588235294,106.9,104.2,0.5729,49.8,51.5,15.8,21.1,30.9,32.0,42.2,35.8,48.5,50.0,35.0,36.3,77.3,-4.5,14,0,2016,1,0,0,0,0,0,0,1
Cal St. Bakersfield,WAC,R64,30,21,0.7,103.4,95.7,0.7106,49.3,45.2,18.2,21.5,34.1,29.7,38.0,42.1,48.5,42.8,34.3,33.4,68.4,-3.5,15,0,2016,1,0,0,0,0,0,0,1
Holy Cross,Pat,R64,35,15,0.42857142857142855,96.7,106.9,0.2398,47.9,53.2,16.8,19.6,23.1,29.6,36.1,33.4,47.2,52.8,32.6,35.7,64.6,-14.5,16,0,2016,1,0,0,0,0,0,0,1
Villanova,BE,R32,36,32,0.8888888888888888,122.2,92.5,0.9611,57.5,48.1,17.1,20.1,30.2,27.8,35.0,22.1,59.2,49.1,36.9,31.1,65.6,11.1,1,1,2017,1,1,0,0,0,0,0,2
Duke,ACC,R32,37,28,0.7567567567567568,122.1,95.6,0.9436,54.8,47.4,16.3,17.3,31.7,29.8,39.3,31.2,53.5,48.9,37.9,29.3,69.7,8.6,2,1,2017,1,1,0,0,0,0,0,2
Baylor,B12,S16,34,27,0.7941176470588235,116.4,93.9,0.9226,52.5,46.1,20.6,17.1,39.8,29.4,33.9,30.1,52.2,45.0,35.3,32.2,65.1,7.9,3,1,2017,1,1,1,0,0,0,0,3
Florida,SEC,E8,36,27,0.75,116.6,88.9,0.9576,51.6,45.8,16.9,21.0,32.1,29.5,40.2,34.0,50.3,45.7,35.9,30.5,70.2,6.4,4,1,2017,1,1,1,1,0,0,0,4
Virginia,ACC,R32,34,23,0.6764705882352942,111.8,86.9,0.9477,52.4,46.1,15.6,20.7,28.3,24.5,26.0,33.8,49.7,45.1,38.5,31.7,60.3,5.0,5,1,2017,1,1,0,0,0,0,0,2
SMU,Amer,R64,35,30,0.8571428571428571,120.0,94.1,0.9426,54.6,46.0,16.9,18.3,37.2,26.4,36.0,24.6,51.0,44.1,40.6,32.1,64.8,6.4,6,0,2017,1,0,0,0,0,0,0,1
South Carolina,SEC,F4,36,26,0.7222222222222222,108.7,89.0,0.9083,47.3,45.5,18.4,24.3,34.0,31.6,40.2,44.5,45.9,45.4,33.4,30.6,69.6,1.7,7,1,2017,1,1,1,1,1,0,0,5
Wisconsin,B10,S16,37,27,0.7297297297297297,114.5,92.0,0.9255,52.1,47.5,17.0,19.5,35.9,25.9,32.9,28.0,51.1,43.1,35.9,37.6,64.4,5.1,8,1,2017,1,1,1,0,0,0,0,3
Virginia Tech,ACC,R64,33,22,0.6666666666666666,118.4,102.5,0.8401,56.9,51.0,17.2,16.5,23.4,30.5,40.9,27.3,54.6,49.0,40.3,36.3,70.0,3.3,9,1,2017,1,0,0,0,0,0,0,1
Marquette,BE,R64,32,19,0.59375,121.8,101.8,0.8881,57.5,52.2,17.3,18.3,27.1,29.2,31.0,35.7,52.7,50.6,42.9,36.8,71.5,0.6,10,1,2017,1,0,0,0,0,0,0,1
USC,P12,R32,36,26,0.7222222222222222,113.3,100.6,0.7966,52.2,50.1,15.7,17.9,31.0,31.4,36.8,24.0,51.0,47.2,36.2,36.8,70.1,1.3,11,1,2017,1,1,0,0,0,0,0,2
UNC Wilmington,CAA,R64,33,29,0.8787878787878788,117.7,105.0,0.7881,55.0,53.2,13.9,20.1,32.5,28.5,30.8,39.6,55.7,54.2,36.1,34.0,71.5,1.5,12,0,2017,1,0,0,0,0,0,0,1
East Tennessee St.,SC,R64,33,27,0.8181818181818182,107.3,97.1,0.7595,55.8,48.7,20.8,22.0,30.1,27.4,42.8,38.2,55.0,45.7,38.2,35.4,71.5,-0.7,13,0,2017,1,0,0,0,0,0,0,1
New Mexico St.,WAC,R64,31,28,0.9032258064516129,109.4,102.5,0.6783,52.7,47.9,19.5,19.1,35.6,28.5,43.3,35.2,54.2,49.1,33.5,30.3,69.1,-0.2,14,0,2017,1,0,0,0,0,0,0,1
Troy,SB,R64,35,22,0.6285714285714286,108.8,106.6,0.5596,51.6,50.1,17.8,17.6,30.8,29.8,40.1,32.8,50.9,49.5,35.1,34.1,69.4,-8.1,15,0,2017,1,0,0,0,0,0,0,1
Mount St. Mary's,NEC,R64,36,20,0.5555555555555556,98.9,101.8,0.4155,51.0,49.9,19.2,21.7,23.1,34.8,32.4,32.6,49.4,49.5,35.8,34.1,68.3,-7.9,16,0,2017,1,0,0,0,0,0,0,1
North Carolina,ACC,Champions,39,33,0.8461538461538461,121.0,91.5,0.9615,51.7,48.1,16.2,18.6,41.3,25.0,34.3,31.6,51.0,46.3,35.5,33.9,72.8,8.4,1,1,2017,1,1,1,1,1,1,1,7
Kentucky,SEC,E8,38,32,0.8421052631578947,118.3,91.3,0.9517,52.9,47.5,15.7,19.2,33.5,27.7,40.9,33.5,52.9,48.3,35.3,30.6,73.7,9.0,2,1,2017,1,1,1,1,0,0,0,4
UCLA,P12,S16,36,31,0.8611111111111112,122.8,99.6,0.9175,59.8,48.7,15.1,15.8,29.1,28.6,26.8,25.4,59.1,45.3,40.6,36.5,74.6,6.6,3,1,2017,1,1,1,0,0,0,0,3
Butler,BE,S16,34,25,0.7352941176470589,117.7,96.9,0.9038,54.6,50.8,15.0,19.6,27.2,27.0,37.1,37.0,54.5,51.3,36.6,33.3,67.2,5.5,4,1,2017,1,1,1,0,0,0,0,3
Minnesota,B10,R64,34,24,0.7058823529411765,109.3,92.9,0.8665,48.7,45.1,16.1,17.6,29.7,30.2,39.6,29.2,47.5,44.5,34.3,30.9,70.9,3.7,5,1,2017,1,0,0,0,0,0,0,1
Cincinnati,Amer,R32,36,30,0.8333333333333334,115.2,92.1,0.9292,52.0,45.2,15.3,20.2,35.5,29.4,32.5,29.1,52.1,41.4,34.5,34.4,65.4,5.6,6,0,2017,1,1,0,0,0,0,0,2
Dayton,A10,R64,31,24,0.7741935483870968,111.6,97.0,0.8333,53.6,47.7,16.9,20.9,25.6,27.4,43.4,35.2,51.0,47.2,38.4,32.3,69.6,1.5,7,0,2017,1,0,0,0,0,0,0,1
Arkansas,SEC,R32,36,26,0.7222222222222222,114.9,99.8,0.8339,51.4,47.8,16.6,18.5,31.9,34.2,38.1,39.1,50.0,46.7,36.5,33.2,71.0,3.9,8,1,2017,1,1,0,0,0,0,0,2
Seton Hall,BE,R64,33,21,0.6363636363636364,108.9,95.6,0.8178,49.9,49.0,19.5,17.5,35.7,25.4,37.6,36.1,49.6,48.0,33.8,34.1,68.9,2.7,9,1,2017,1,0,0,0,0,0,0,1
Wichita St.,MVC,R32,35,31,0.8857142857142857,117.2,92.2,0.9403,54.2,43.8,16.2,19.3,34.2,24.2,40.4,35.1,50.7,42.0,40.2,31.2,70.0,4.1,10,0,2017,1,1,0,0,0,0,0,2
Kansas St.,B12,R64,35,21,0.6,112.2,94.2,0.8818,52.7,49.6,19.1,22.1,29.5,32.3,41.1,33.4,51.8,45.5,36.2,38.2,67.2,1.7,11,1,2017,1,0,0,0,0,0,0,1
Middle Tennessee,CUSA,R32,35,31,0.8857142857142857,111.2,96.6,0.8339,54.1,47.9,15.6,19.8,30.1,23.8,30.0,38.2,53.6,47.1,36.9,32.8,65.8,2.0,12,0,2017,1,1,0,0,0,0,0,2
Winthrop,BSth,R64,31,26,0.8387096774193549,105.3,101.3,0.6106,53.5,46.7,17.8,18.6,26.3,28.4,38.2,34.5,50.9,45.9,37.9,32.1,72.3,-1.8,13,0,2017,1,0,0,0,0,0,0,1
Kent St.,MAC,R64,35,22,0.6285714285714286,104.1,102.9,0.5322,48.2,50.1,17.9,19.0,38.1,29.8,32.5,34.3,48.5,48.5,31.7,35.3,69.5,-7.2,14,0,2017,1,0,0,0,0,0,0,1
Northern Kentucky,Horz,R64,33,24,0.7272727272727273,105.5,104.1,0.537,52.4,49.7,18.8,17.0,31.2,26.4,36.5,30.5,51.6,50.2,35.7,32.4,69.3,-4.9,15,0,2017,1,0,0,0,0,0,0,1
Texas Southern,SWAC,R64,35,23,0.6571428571428571,100.6,106.5,0.3437,48.1,49.1,16.6,19.2,31.7,34.9,44.3,32.3,50.0,49.3,29.6,32.5,70.0,-4.4,16,0,2017,1,0,0,0,0,0,0,1
Kansas,B12,E8,36,31,0.8611111111111112,121.5,94.5,0.9472,56.1,48.1,17.6,18.6,34.1,29.7,36.0,30.0,53.6,45.3,40.4,35.6,71.4,11.0,1,1,2017,1,1,1,1,0,0,0,4
Louisville,ACC,R32,34,25,0.7352941176470589,117.6,91.5,0.9469,51.4,45.7,16.0,19.6,36.7,28.5,34.0,38.8,50.5,44.8,35.5,31.6,69.4,6.9,2,1,2017,1,1,0,0,0,0,0,2
Oregon,P12,F4,38,33,0.868421052631579,117.8,93.8,0.9321,55.5,46.4,17.1,19.3,32.4,29.5,34.4,26.3,54.5,46.1,38.0,31.2,68.4,6.0,3,1,2017,1,1,1,1,1,0,0,5
Purdue,B10,S16,35,27,0.7714285714285715,116.6,93.1,0.9297,55.7,47.7,18.3,16.6,30.8,24.4,33.3,22.9,52.7,46.6,40.3,33.2,70.4,5.6,4,1,2017,1,1,1,0,0,0,0,3
Iowa St.,B12,R32,35,24,0.6857142857142857,120.0,96.2,0.9265,55.0,49.0,14.1,19.5,25.7,31.6,27.6,25.6,51.8,47.5,40.0,34.6,69.6,6.5,5,1,2017,1,1,0,0,0,0,0,2
Creighton,BE,R64,34,25,0.7352941176470589,114.5,95.2,0.8931,57.6,49.9,17.1,19.3,24.2,29.6,27.9,29.3,56.4,50.2,39.8,33.0,72.7,4.3,6,1,2017,1,0,0,0,0,0,0,1
Michigan,B10,S16,38,26,0.6842105263157895,123.3,97.6,0.9366,57.0,51.9,14.2,19.5,24.7,30.0,30.1,27.2,56.3,50.0,38.5,37.8,64.0,3.8,7,1,2017,1,1,1,0,0,0,0,3
Miami FL,ACC,R64,33,21,0.6363636363636364,110.8,93.1,0.8804,51.0,47.6,19.5,18.3,33.4,28.2,34.3,28.7,49.8,46.6,35.6,33.0,64.6,2.9,8,1,2017,1,0,0,0,0,0,0,1
Michigan St.,B10,R32,35,20,0.5714285714285714,111.6,94.9,0.8661,54.0,46.7,20.5,15.9,29.2,27.3,33.5,34.7,52.9,44.1,37.3,34.6,68.1,0.4,9,1,2017,1,1,0,0,0,0,0,2
Oklahoma St.,B12,R64,32,20,0.625,126.8,102.3,0.9221,54.0,53.2,18.2,20.3,38.3,31.9,37.4,45.4,50.4,52.4,40.3,36.4,72.9,3.3,10,1,2017,1,0,0,0,0,0,0,1
Rhode Island,A10,R32,35,25,0.7142857142857143,111.1,94.1,0.8717,50.8,45.0,16.4,19.4,32.8,29.7,39.2,45.0,51.2,45.4,33.3,29.5,67.7,0.4,11,0,2017,1,1,0,0,0,0,0,2
Nevada,MWC,R64,35,28,0.8,113.7,100.7,0.8021,52.5,48.3,15.5,15.9,30.4,26.3,41.3,28.2,49.2,49.3,38.2,31.0,71.0,1.7,12,0,2017,1,0,0,0,0,0,0,1
Vermont,AE,R64,34,29,0.8529411764705882,110.0,98.2,0.7864,55.3,48.6,17.0,19.6,29.8,27.1,34.3,26.5,55.5,46.9,36.7,34.9,65.8,0.7,13,0,2017,1,0,0,0,0,0,0,1
Iona,MAAC,R64,35,22,0.6285714285714286,109.3,106.0,0.5879,53.4,50.0,16.5,18.0,27.0,32.1,31.0,33.4,49.3,47.7,39.7,36.1,71.7,-5.8,14,0,2017,1,0,0,0,0,0,0,1
Jacksonville St.,OVC,R64,33,20,0.6060606060606061,104.4,104.2,0.5054,52.6,49.4,20.7,16.6,31.2,28.5,33.4,34.4,50.8,45.1,37.2,37.8,65.0,-8.0,15,0,2017,1,0,0,0,0,0,0,1
UC Davis,BW,R64,34,23,0.6764705882352942,97.4,100.8,0.4033,48.4,48.7,20.3,19.6,29.1,28.3,40.8,33.1,46.9,48.5,34.5,32.6,70.3,-7.5,16,0,2017,1,0,0,0,0,0,0,1
Gonzaga,WCC,2ND,39,37,0.9487179487179487,117.8,86.3,0.9728,56.6,41.1,16.2,17.1,30.0,26.2,39.0,26.9,56.3,40.0,38.2,29.0,71.5,7.7,1,0,2017,1,1,1,1,1,1,0,6
Arizona,P12,S16,37,32,0.8648648648648649,117.6,95.6,0.9157,53.7,47.7,16.6,17.4,33.2,26.0,40.5,28.6,51.5,48.4,39.0,31.0,67.1,7.9,2,1,2017,1,1,1,0,0,0,0,3
Florida St.,ACC,R32,35,26,0.7428571428571429,115.4,95.2,0.9014,53.7,47.9,16.4,19.5,33.8,29.8,38.4,37.3,54.4,45.4,34.7,34.9,72.8,5.9,3,1,2017,1,1,0,0,0,0,0,2
West Virginia,B12,S16,37,28,0.7567567567567568,115.4,89.3,0.9498,51.3,48.8,17.0,27.6,37.9,31.9,38.9,42.5,49.8,46.5,36.2,35.3,72.2,6.4,4,1,2017,1,1,1,0,0,0,0,3
Notre Dame,ACC,R32,36,26,0.7222222222222222,119.3,96.4,0.9205,53.6,49.1,14.0,18.7,27.3,30.8,28.6,26.7,50.9,48.2,38.4,33.8,68.3,5.9,5,1,2017,1,1,0,0,0,0,0,2
Maryland,B10,R64,32,24,0.75,113.4,97.9,0.8448,52.4,47.5,19.0,18.0,30.4,32.3,38.5,32.6,51.0,45.6,36.3,34.2,68.6,3.7,6,1,2017,1,0,0,0,0,0,0,1
Saint Mary's,WCC,R32,34,29,0.8529411764705882,118.0,93.8,0.9334,57.8,45.3,17.5,15.3,33.1,21.9,27.8,26.6,56.9,45.4,39.4,30.0,61.2,3.9,7,0,2017,1,1,0,0,0,0,0,2
Northwestern,B10,R32,36,24,0.6666666666666666,111.2,95.2,0.8564,49.7,46.1,16.0,17.9,30.8,30.6,30.5,36.1,48.8,44.0,34.2,33.3,66.9,2.0,8,1,2017,1,1,0,0,0,0,0,2
Vanderbilt,SEC,R64,35,19,0.5428571428571428,112.5,93.8,0.8898,52.1,48.1,18.2,16.1,24.8,27.0,34.8,30.7,48.1,46.8,37.6,33.8,67.0,0.1,9,1,2017,1,0,0,0,0,0,0,1
VCU,A10,R64,35,26,0.7428571428571429,108.1,95.9,0.7988,51.0,47.5,17.8,21.0,31.3,27.5,36.4,40.9,51.5,46.0,33.1,33.8,70.1,1.3,10,0,2017,1,0,0,0,0,0,0,1
Xavier,BE,E8,38,24,0.631578947368421,115.6,97.9,0.8713,51.9,51.6,18.4,17.5,34.5,25.5,41.1,33.4,52.0,52.5,34.5,33.4,68.4,1.6,11,1,2017,1,1,1,1,0,0,0,4
Princeton,Ivy,R64,29,23,0.7931034482758621,107.6,95.4,0.7989,53.2,48.7,15.2,20.2,24.1,24.7,24.4,32.0,50.5,46.9,37.6,34.5,64.2,-0.4,12,0,2017,1,0,0,0,0,0,0,1
Bucknell,Pat,R64,35,26,0.7428571428571429,108.3,99.1,0.7352,55.3,48.0,18.9,19.7,26.8,27.9,37.2,33.1,54.3,46.5,37.9,34.2,71.4,-2.1,13,0,2017,1,0,0,0,0,0,0,1
Florida Gulf Coast,ASun,R64,31,26,0.8387096774193549,107.8,103.4,0.6169,53.9,49.3,17.9,17.4,33.8,29.6,33.8,35.9,55.4,51.0,33.7,31.0,67.2,-1.7,14,0,2017,1,0,0,0,0,0,0,1
North Dakota,BSky,R64,29,22,0.7586206896551724,103.1,102.7,0.5112,53.4,50.7,18.3,19.6,26.0,27.8,36.1,39.7,51.4,50.0,38.7,34.8,72.5,-5.3,15,0,2017,1,0,0,0,0,0,0,1
South Dakota St.,Sum,R64,33,18,0.5454545454545454,108.2,109.7,0.4612,53.2,53.8,18.4,16.2,27.1,28.9,39.9,27.1,52.7,52.4,35.8,36.9,68.5,-9.8,16,0,2017,1,0,0,0,0,0,0,1
Villanova,BE,Champions,40,36,0.9,128.4,94.1,0.9725,59.5,48.5,15.0,18.2,29.6,27.1,29.4,26.7,59.0,49.0,40.1,31.7,69.6,10.6,1,1,2018,1,1,1,1,1,1,1,7
Purdue,B10,S16,37,30,0.8108108108108109,123.2,95.7,0.9484,57.7,47.0,15.8,17.7,28.0,28.0,35.6,24.2,54.1,45.5,42.0,33.2,68.7,7.6,2,1,2018,1,1,1,0,0,0,0,3
Texas Tech,B12,E8,37,27,0.7297297297297297,112.7,91.5,0.917,52.0,46.4,17.8,21.7,32.9,28.7,39.3,38.0,51.1,45.1,35.9,32.3,67.6,4.7,3,1,2018,1,1,1,1,0,0,0,4
Wichita St.,Amer,R64,33,25,0.7575757575757576,120.9,102.7,0.8671,55.1,49.4,16.5,16.3,35.4,22.6,34.8,33.2,53.8,46.0,38.1,36.3,70.1,3.4,4,0,2018,1,0,0,0,0,0,0,1
West Virginia,B12,S16,37,26,0.7027027027027027,120.9,95.8,0.9353,50.4,49.9,16.5,23.3,37.0,30.1,31.3,44.1,48.8,45.4,35.3,38.0,71.2,4.6,5,1,2018,1,1,1,0,0,0,0,3
Florida,SEC,R32,34,21,0.6176470588235294,115.2,93.9,0.9132,50.8,48.7,14.3,20.0,28.7,30.5,32.6,32.4,47.6,46.6,37.0,35.2,68.5,1.4,6,1,2018,1,1,0,0,0,0,0,2
Arkansas,SEC,R64,35,23,0.6571428571428571,116.7,100.4,0.8483,53.8,50.4,15.1,19.4,28.8,31.7,37.4,40.8,51.2,48.2,39.5,35.7,71.1,2.8,7,1,2018,1,0,0,0,0,0,0,1
Virginia Tech,ACC,R64,33,21,0.6363636363636364,115.2,98.6,0.8579,57.7,50.4,17.0,18.6,23.9,29.4,36.5,29.4,57.3,49.2,38.8,34.7,70.2,1.3,8,1,2018,1,0,0,0,0,0,0,1
Alabama,SEC,R32,36,20,0.5555555555555556,107.9,95.3,0.8074,51.9,47.8,20.3,18.7,29.4,30.9,41.9,36.5,53.5,46.9,32.6,32.8,69.9,-1.1,9,1,2018,1,1,0,0,0,0,0,2
Butler,BE,R32,35,21,0.6,116.1,95.3,0.9068,54.0,51.9,15.7,19.5,27.6,24.6,26.1,35.3,54.3,49.5,35.7,37.3,69.1,1.7,10,1,2018,1,1,0,0,0,0,0,2
St. Bonaventure,A10,R64,34,26,0.7647058823529411,109.6,99.7,0.7485,51.6,49.0,16.3,20.4,29.3,29.1,40.5,38.4,48.5,49.7,38.6,32.0,70.4,1.4,11,0,2018,1,0,0,0,0,0,0,1
Murray St.,OVC,R64,30,26,0.8666666666666667,110.6,100.8,0.7449,55.0,47.2,17.6,18.0,32.9,27.6,37.3,30.5,54.4,47.6,37.2,30.9,67.8,-0.4,12,0,2018,1,0,0,0,0,0,0,1
Marshall,CUSA,R32,35,25,0.7142857142857143,108.8,102.5,0.6633,54.7,49.9,17.2,18.4,22.4,32.3,33.1,28.9,55.5,48.7,35.9,35.0,75.9,-2.5,13,0,2018,1,1,0,0,0,0,0,2
Stephen F. Austin,Slnd,R64,31,28,0.9032258064516129,103.8,97.1,0.6832,53.1,49.7,20.7,25.9,32.0,28.5,40.5,50.3,51.7,47.4,37.4,35.6,72.1,-1.8,14,0,2018,1,0,0,0,0,0,0,1
Cal St. Fullerton,BW,R64,30,20,0.6666666666666666,101.6,102.5,0.476,51.6,48.2,20.7,18.2,26.0,28.9,45.6,35.2,52.0,45.0,33.8,36.4,70.7,-5.5,15,0,2018,1,0,0,0,0,0,0,1
Radford,BSth,R64,34,23,0.6764705882352942,101.3,102.8,0.4559,49.3,50.1,18.7,20.2,32.0,28.0,31.2,31.7,47.1,48.9,35.0,34.6,64.2,-6.5,16,0,2018,1,0,0,0,0,0,0,1
